seed,fold,model,n,positive,negative,AUC,AUPRC,ACC,Balanced_ACC,F1,Precision,Recall,Sensitivity,Specificity,MCC,Brier,LogLoss,TN,FP,FN,TP
44,3,Nested logistic fusion,555,252,303,0.9816779296977317,0.9795828786872944,0.9207207207207208,0.9167059563099167,0.9090909090909091,0.9482758620689655,0.873015873015873,0.873015873015873,0.9603960396039604,0.8412712258410135,0.059941449930522056,0.20159171943035123,291,12,32,220
44,3,Feature concatenation LR,555,252,303,0.9785609513332285,0.9772451840140182,0.9207207207207208,0.917039918277542,0.9094650205761317,0.9444444444444444,0.876984126984127,0.876984126984127,0.9570957095709571,0.8409472645240694,0.061992132164817366,0.2893363865907113,290,13,31,221
44,4,Molecular branch,589,317,272,0.9675728335498238,0.9728918533455119,0.8964346349745331,0.8977836797179439,0.901453957996769,0.9238410596026491,0.8801261829652997,0.8801261829652997,0.9154411764705882,0.793499431331349,0.09324027856496694,0.5075889698071753,249,23,38,279
44,4,Contextual branch,589,317,272,0.981582853961774,0.9836546960908864,0.933786078098472,0.9330058916311004,0.9387755102040817,0.934375,0.943217665615142,0.943217665615142,0.9227941176470589,0.8667358398752227,0.05678777969415927,0.24133795161713686,251,21,18,299
44,4,Equal probability mean,589,317,272,0.9821743366116162,0.9857186890698719,0.9202037351443124,0.9209094915568752,0.9248,0.9383116883116883,0.9116719242902208,0.9116719242902208,0.9301470588235294,0.8402417941855842,0.05580904841140676,0.18151083625457695,253,19,28,289
44,4,Equal logit mean,589,317,272,0.9842967155316384,0.9868792694440646,0.9202037351443124,0.9209094915568752,0.9248,0.9383116883116883,0.9116719242902208,0.9116719242902208,0.9301470588235294,0.8402417941855842,0.06100185196039683,0.22977163314419013,253,19,28,289
44,4,Learned convex probability mean,589,317,272,0.9846562442011504,0.987634449055326,0.9320882852292021,0.9316895527927259,0.9369085173501577,0.9369085173501577,0.9369085173501577,0.9369085173501577,0.9264705882352942,0.8633791055854518,0.051603924881931634,0.16992177924717924,252,20,20,297
44,4,Nested logistic fusion,589,317,272,0.9854564854332901,0.9876510793132842,0.9320882852292021,0.9311676563369827,0.9373040752351097,0.9314641744548287,0.943217665615142,0.943217665615142,0.9191176470588235,0.8633170951247009,0.04882368595172076,0.15552397817075642,250,22,18,299
44,4,Feature concatenation LR,589,317,272,0.9859667841900167,0.9879649529141586,0.9303904923599321,0.9282856281313787,0.9366306027820711,0.9181818181818182,0.9558359621451105,0.9558359621451105,0.9007352941176471,0.8603412139903834,0.04859527445430726,0.16771733653960813,245,27,14,303
44,5,Molecular branch,484,232,252,0.9642344006568144,0.9662179812349095,0.8966942148760331,0.8977148330596607,0.895397489539749,0.8699186991869918,0.9224137931034483,0.9224137931034483,0.873015873015873,0.7948588517895311,0.09176826768360992,0.5628885478318973,220,32,18,214
44,5,Contextual branch,484,232,252,0.9805692391899289,0.9784221006819991,0.9194214876033058,0.9202244116037219,0.9178947368421052,0.897119341563786,0.9396551724137931,0.9396551724137931,0.9007936507936508,0.8397381387543087,0.06570114885963955,0.30039556664087086,227,25,14,218
44,5,Equal probability mean,484,232,252,0.9822454844006568,0.9818876205366912,0.9359504132231405,0.9360974274767379,0.9336188436830836,0.9276595744680851,0.9396551724137931,0.9396551724137931,0.9325396825396826,0.871814682056571,0.05759152123366284,0.20780500038885005,235,17,14,218
44,5,Equal logit mean,484,232,252,0.9829296661193213,0.9822495172704281,0.9359504132231405,0.9360974274767379,0.9336188436830836,0.9276595744680851,0.9396551724137931,0.9396551724137931,0.9325396825396826,0.871814682056571,0.053958669234815446,0.27042100043880096,235,17,14,218
44,5,Learned convex probability mean,484,232,252,0.9828954570333882,0.9822929720723618,0.9276859504132231,0.9286740558292282,0.9266247379454927,0.9020408163265307,0.9525862068965517,0.9525862068965517,0.9047619047619048,0.8566816526554998,0.055703087283502525,0.20088936938557023,228,24,11,221
