evaluation,replicate,metric,value
Similarity-grouped development OOF,1807,Calibration_intercept,0.0377556751231606
Similarity-grouped development OOF,1807,Calibration_slope,1.0010320930770071
Similarity-grouped development OOF,1808,Brier,0.048282221968970584
Similarity-grouped development OOF,1808,LogLoss,0.1617572025553855
Similarity-grouped development OOF,1808,ECE_equal_width_10,0.011677949761947987
Similarity-grouped development OOF,1808,ECE_equal_frequency_10,0.009981218884383275
Similarity-grouped development OOF,1808,Calibration_intercept,0.10964761905559776
Similarity-grouped development OOF,1808,Calibration_slope,1.0132763565062333
Similarity-grouped development OOF,1809,Brier,0.04510244764250684
Similarity-grouped development OOF,1809,LogLoss,0.15008951740007132
Similarity-grouped development OOF,1809,ECE_equal_width_10,0.014339345529882095
Similarity-grouped development OOF,1809,ECE_equal_frequency_10,0.006748255600223692
Similarity-grouped development OOF,1809,Calibration_intercept,0.060985106414806825
Similarity-grouped development OOF,1809,Calibration_slope,1.0758337437129775
Similarity-grouped development OOF,1810,Brier,0.048365516877836544
Similarity-grouped development OOF,1810,LogLoss,0.1622016485165351
Similarity-grouped development OOF,1810,ECE_equal_width_10,0.014231831887481148
Similarity-grouped development OOF,1810,ECE_equal_frequency_10,0.008799730976729094
Similarity-grouped development OOF,1810,Calibration_intercept,0.11883240722590724
Similarity-grouped development OOF,1810,Calibration_slope,1.020452358977678
Similarity-grouped development OOF,1811,Brier,0.05336885424215269
Similarity-grouped development OOF,1811,LogLoss,0.17373109176052348
Similarity-grouped development OOF,1811,ECE_equal_width_10,0.017150620041131836
Similarity-grouped development OOF,1811,ECE_equal_frequency_10,0.017972695020389867
Similarity-grouped development OOF,1811,Calibration_intercept,-0.08157225948935824
Similarity-grouped development OOF,1811,Calibration_slope,0.9565233689527911
Similarity-grouped development OOF,1812,Brier,0.04702547880139417
Similarity-grouped development OOF,1812,LogLoss,0.15301175107676157
Similarity-grouped development OOF,1812,ECE_equal_width_10,0.015643026038271595
Similarity-grouped development OOF,1812,ECE_equal_frequency_10,0.014666852049496176
Similarity-grouped development OOF,1812,Calibration_intercept,0.03405819327206864
Similarity-grouped development OOF,1812,Calibration_slope,1.035057574712393
Similarity-grouped development OOF,1813,Brier,0.05026112250088574
Similarity-grouped development OOF,1813,LogLoss,0.16860728937387642
Similarity-grouped development OOF,1813,ECE_equal_width_10,0.013211949495698469
Similarity-grouped development OOF,1813,ECE_equal_frequency_10,0.01002694020128341
Similarity-grouped development OOF,1813,Calibration_intercept,0.07522481998176836
Similarity-grouped development OOF,1813,Calibration_slope,0.9756462682691595
Similarity-grouped development OOF,1814,Brier,0.04421640140908454
Similarity-grouped development OOF,1814,LogLoss,0.1471419198444514
Similarity-grouped development OOF,1814,ECE_equal_width_10,0.01716342299858596
Similarity-grouped development OOF,1814,ECE_equal_frequency_10,0.013382805252817006
Similarity-grouped development OOF,1814,Calibration_intercept,0.2608735116377284
Similarity-grouped development OOF,1814,Calibration_slope,1.1031581157982269
Similarity-grouped development OOF,1815,Brier,0.05096630902932469
Similarity-grouped development OOF,1815,LogLoss,0.16829433202228644
Similarity-grouped development OOF,1815,ECE_equal_width_10,0.016350929801881325
Similarity-grouped development OOF,1815,ECE_equal_frequency_10,0.008776137461493673
Similarity-grouped development OOF,1815,Calibration_intercept,0.06823317117138272
Similarity-grouped development OOF,1815,Calibration_slope,0.9812271341705873
Similarity-grouped development OOF,1816,Brier,0.04856617433307605
Similarity-grouped development OOF,1816,LogLoss,0.1575463738466048
Similarity-grouped development OOF,1816,ECE_equal_width_10,0.016606118077372077
Similarity-grouped development OOF,1816,ECE_equal_frequency_10,0.00965921716378452
Similarity-grouped development OOF,1816,Calibration_intercept,-0.033002348262831244
Similarity-grouped development OOF,1816,Calibration_slope,1.0001234021956158
Similarity-grouped development OOF,1817,Brier,0.04868550004485933
Similarity-grouped development OOF,1817,LogLoss,0.15995229036430586
Similarity-grouped development OOF,1817,ECE_equal_width_10,0.01413679616111098
Similarity-grouped development OOF,1817,ECE_equal_frequency_10,0.011931249542109362
Similarity-grouped development OOF,1817,Calibration_intercept,-0.05337407948515991
Similarity-grouped development OOF,1817,Calibration_slope,1.0137613603245723
Similarity-grouped development OOF,1818,Brier,0.05284250003022456
Similarity-grouped development OOF,1818,LogLoss,0.1728001170199953
Similarity-grouped development OOF,1818,ECE_equal_width_10,0.012262136661410667
Similarity-grouped development OOF,1818,ECE_equal_frequency_10,0.013947619597691295
Similarity-grouped development OOF,1818,Calibration_intercept,0.011707221260726451
Similarity-grouped development OOF,1818,Calibration_slope,0.9666893250233665
Similarity-grouped development OOF,1819,Brier,0.049604387326384405
Similarity-grouped development OOF,1819,LogLoss,0.1649714496846401
Similarity-grouped development OOF,1819,ECE_equal_width_10,0.014248854313953297
Similarity-grouped development OOF,1819,ECE_equal_frequency_10,0.008899186850449168
Similarity-grouped development OOF,1819,Calibration_intercept,0.01813595713221027
Similarity-grouped development OOF,1819,Calibration_slope,0.9804737482177094
Similarity-grouped development OOF,1820,Brier,0.04830893941474927
Similarity-grouped development OOF,1820,LogLoss,0.16568856457832276
Similarity-grouped development OOF,1820,ECE_equal_width_10,0.01051366878760741
Similarity-grouped development OOF,1820,ECE_equal_frequency_10,0.010157487916829666
Similarity-grouped development OOF,1820,Calibration_intercept,-0.022305934857913955
Similarity-grouped development OOF,1820,Calibration_slope,0.9968854790346041
Similarity-grouped development OOF,1821,Brier,0.05138676488334819
Similarity-grouped development OOF,1821,LogLoss,0.16992912278180902
Similarity-grouped development OOF,1821,ECE_equal_width_10,0.0156570161081592
Similarity-grouped development OOF,1821,ECE_equal_frequency_10,0.0096069249554935
Similarity-grouped development OOF,1821,Calibration_intercept,0.14974354039771684
Similarity-grouped development OOF,1821,Calibration_slope,1.0067083854004717
Similarity-grouped development OOF,1822,Brier,0.05185137216591761
Similarity-grouped development OOF,1822,LogLoss,0.16739813524590794
Similarity-grouped development OOF,1822,ECE_equal_width_10,0.012426496063816442
Similarity-grouped development OOF,1822,ECE_equal_frequency_10,0.012031331647407863
Similarity-grouped development OOF,1822,Calibration_intercept,-0.0186585239611985
Similarity-grouped development OOF,1822,Calibration_slope,1.01662113225316
Similarity-grouped development OOF,1823,Brier,0.04788326237070008
Similarity-grouped development OOF,1823,LogLoss,0.15834359940460105
Similarity-grouped development OOF,1823,ECE_equal_width_10,0.017214384642392618
Similarity-grouped development OOF,1823,ECE_equal_frequency_10,0.013151865351170817
Similarity-grouped development OOF,1823,Calibration_intercept,0.24238692991189006
Similarity-grouped development OOF,1823,Calibration_slope,1.0443361179424562
Similarity-grouped development OOF,1824,Brier,0.045631361088409636
Similarity-grouped development OOF,1824,LogLoss,0.1522584291981945
Similarity-grouped development OOF,1824,ECE_equal_width_10,0.012474814335221136
Similarity-grouped development OOF,1824,ECE_equal_frequency_10,0.007715509774715298
Similarity-grouped development OOF,1824,Calibration_intercept,-0.06469020461684737
Similarity-grouped development OOF,1824,Calibration_slope,1.0328911469163706
Similarity-grouped development OOF,1825,Brier,0.050190867767826254
Similarity-grouped development OOF,1825,LogLoss,0.16681353165056118
Similarity-grouped development OOF,1825,ECE_equal_width_10,0.006926432486044922
Similarity-grouped development OOF,1825,ECE_equal_frequency_10,0.007963658861858496
Similarity-grouped development OOF,1825,Calibration_intercept,0.05144107807597945
Similarity-grouped development OOF,1825,Calibration_slope,0.9973526289258884
Similarity-grouped development OOF,1826,Brier,0.047867498161893375
Similarity-grouped development OOF,1826,LogLoss,0.15718532400967317
Similarity-grouped development OOF,1826,ECE_equal_width_10,0.012348874235091598
Similarity-grouped development OOF,1826,ECE_equal_frequency_10,0.010462007446006335
Similarity-grouped development OOF,1826,Calibration_intercept,0.06963914244997552
Similarity-grouped development OOF,1826,Calibration_slope,1.0279314241811046
Similarity-grouped development OOF,1827,Brier,0.051018125726636734
Similarity-grouped development OOF,1827,LogLoss,0.166121860179082
Similarity-grouped development OOF,1827,ECE_equal_width_10,0.01435549105446045
Similarity-grouped development OOF,1827,ECE_equal_frequency_10,0.015418221251534575
Similarity-grouped development OOF,1827,Calibration_intercept,0.03482665007658685
Similarity-grouped development OOF,1827,Calibration_slope,0.9778997240861129
Similarity-grouped development OOF,1828,Brier,0.045394792075742166
Similarity-grouped development OOF,1828,LogLoss,0.15424082055462535
Similarity-grouped development OOF,1828,ECE_equal_width_10,0.009758196653122424
Similarity-grouped development OOF,1828,ECE_equal_frequency_10,0.012463170962167392
Similarity-grouped development OOF,1828,Calibration_intercept,0.1614561466360823
Similarity-grouped development OOF,1828,Calibration_slope,1.040523561806439
Similarity-grouped development OOF,1829,Brier,0.04980958592487788
Similarity-grouped development OOF,1829,LogLoss,0.1648076038855459
Similarity-grouped development OOF,1829,ECE_equal_width_10,0.018568405885994833
Similarity-grouped development OOF,1829,ECE_equal_frequency_10,0.017313966790848737
Similarity-grouped development OOF,1829,Calibration_intercept,0.32161974419544476
Similarity-grouped development OOF,1829,Calibration_slope,1.0267641855104293
Similarity-grouped development OOF,1830,Brier,0.05578906261036401
Similarity-grouped development OOF,1830,LogLoss,0.1824646601633858
Similarity-grouped development OOF,1830,ECE_equal_width_10,0.014566974758701398
Similarity-grouped development OOF,1830,ECE_equal_frequency_10,0.017272969012033988
Similarity-grouped development OOF,1830,Calibration_intercept,0.04987914846439701
Similarity-grouped development OOF,1830,Calibration_slope,0.9445131158425731
Similarity-grouped development OOF,1831,Brier,0.04477306007522645
Similarity-grouped development OOF,1831,LogLoss,0.1516903517361151
Similarity-grouped development OOF,1831,ECE_equal_width_10,0.009876250165529794
Similarity-grouped development OOF,1831,ECE_equal_frequency_10,0.005737115821611762
Similarity-grouped development OOF,1831,Calibration_intercept,0.05385762217026026
Similarity-grouped development OOF,1831,Calibration_slope,1.0324526251394341
Similarity-grouped development OOF,1832,Brier,0.04785470222771369
Similarity-grouped development OOF,1832,LogLoss,0.1588396269446425
Similarity-grouped development OOF,1832,ECE_equal_width_10,0.009877378009558785
Similarity-grouped development OOF,1832,ECE_equal_frequency_10,0.011989806785212843
Similarity-grouped development OOF,1832,Calibration_intercept,-0.10087280506259226
Similarity-grouped development OOF,1832,Calibration_slope,1.0180447071118448
Similarity-grouped development OOF,1833,Brier,0.05393349309449804
Similarity-grouped development OOF,1833,LogLoss,0.17416757855557025
Similarity-grouped development OOF,1833,ECE_equal_width_10,0.011057809906910623
Similarity-grouped development OOF,1833,ECE_equal_frequency_10,0.016758288831378462
Similarity-grouped development OOF,1833,Calibration_intercept,-0.10059833026632348
Similarity-grouped development OOF,1833,Calibration_slope,0.977019744575134
Similarity-grouped development OOF,1834,Brier,0.05267302627057171
Similarity-grouped development OOF,1834,LogLoss,0.1764210390641064
Similarity-grouped development OOF,1834,ECE_equal_width_10,0.017122541904452088
Similarity-grouped development OOF,1834,ECE_equal_frequency_10,0.01182619569074542
Similarity-grouped development OOF,1834,Calibration_intercept,0.08055789321880433
Similarity-grouped development OOF,1834,Calibration_slope,0.9492251922192894
Similarity-grouped development OOF,1835,Brier,0.044777197781586536
Similarity-grouped development OOF,1835,LogLoss,0.14872349471724122
Similarity-grouped development OOF,1835,ECE_equal_width_10,0.016774779149304895
Similarity-grouped development OOF,1835,ECE_equal_frequency_10,0.009449085687082349
Similarity-grouped development OOF,1835,Calibration_intercept,0.1167757598412556
Similarity-grouped development OOF,1835,Calibration_slope,1.0864672001462348
Similarity-grouped development OOF,1836,Brier,0.04739780433281558
Similarity-grouped development OOF,1836,LogLoss,0.15686152988808208
Similarity-grouped development OOF,1836,ECE_equal_width_10,0.01600618573700687
Similarity-grouped development OOF,1836,ECE_equal_frequency_10,0.013081943855768328
Similarity-grouped development OOF,1836,Calibration_intercept,-0.05787018586511259
Similarity-grouped development OOF,1836,Calibration_slope,0.9953551044492059
Similarity-grouped development OOF,1837,Brier,0.04949093369668515
Similarity-grouped development OOF,1837,LogLoss,0.16428487584026502
Similarity-grouped development OOF,1837,ECE_equal_width_10,0.010779800662256584
Similarity-grouped development OOF,1837,ECE_equal_frequency_10,0.011451243433366197
Similarity-grouped development OOF,1837,Calibration_intercept,0.1636874618480919
Similarity-grouped development OOF,1837,Calibration_slope,1.0202353447283286
Similarity-grouped development OOF,1838,Brier,0.04663475177509799
Similarity-grouped development OOF,1838,LogLoss,0.15577180372914873
Similarity-grouped development OOF,1838,ECE_equal_width_10,0.013288096648414403
Similarity-grouped development OOF,1838,ECE_equal_frequency_10,0.009391352506195143
Similarity-grouped development OOF,1838,Calibration_intercept,0.052325953969752724
Similarity-grouped development OOF,1838,Calibration_slope,1.042840123892468
Similarity-grouped development OOF,1839,Brier,0.04528494314184145
Similarity-grouped development OOF,1839,LogLoss,0.1522103091920501
Similarity-grouped development OOF,1839,ECE_equal_width_10,0.011836382997622758
Similarity-grouped development OOF,1839,ECE_equal_frequency_10,0.007096426211308471
Similarity-grouped development OOF,1839,Calibration_intercept,0.03597742182936519
Similarity-grouped development OOF,1839,Calibration_slope,1.0552370637589872
Similarity-grouped development OOF,1840,Brier,0.04868613101488382
Similarity-grouped development OOF,1840,LogLoss,0.16366404776446697
Similarity-grouped development OOF,1840,ECE_equal_width_10,0.01615957023222817
Similarity-grouped development OOF,1840,ECE_equal_frequency_10,0.013071421107572315
Similarity-grouped development OOF,1840,Calibration_intercept,-0.11656548824924576
Similarity-grouped development OOF,1840,Calibration_slope,0.9702255015487844
Similarity-grouped development OOF,1841,Brier,0.051184369656247064
Similarity-grouped development OOF,1841,LogLoss,0.1707846958104317
Similarity-grouped development OOF,1841,ECE_equal_width_10,0.01581197816666557
Similarity-grouped development OOF,1841,ECE_equal_frequency_10,0.019669615118620205
Similarity-grouped development OOF,1841,Calibration_intercept,0.005132724058107433
Similarity-grouped development OOF,1841,Calibration_slope,0.9577040334945057
Similarity-grouped development OOF,1842,Brier,0.049558675321560976
Similarity-grouped development OOF,1842,LogLoss,0.16351304943662093
Similarity-grouped development OOF,1842,ECE_equal_width_10,0.009582837967675428
Similarity-grouped development OOF,1842,ECE_equal_frequency_10,0.009626029893780235
Similarity-grouped development OOF,1842,Calibration_intercept,0.013615958733545312
Similarity-grouped development OOF,1842,Calibration_slope,1.008741327945705
Similarity-grouped development OOF,1843,Brier,0.04788286296792166
Similarity-grouped development OOF,1843,LogLoss,0.15880676240009622
Similarity-grouped development OOF,1843,ECE_equal_width_10,0.011348088152849701
Similarity-grouped development OOF,1843,ECE_equal_frequency_10,0.0051887129217471385
Similarity-grouped development OOF,1843,Calibration_intercept,0.04189449697478919
Similarity-grouped development OOF,1843,Calibration_slope,1.0279270363715527
Similarity-grouped development OOF,1844,Brier,0.051220868653045815
Similarity-grouped development OOF,1844,LogLoss,0.169753081026806
Similarity-grouped development OOF,1844,ECE_equal_width_10,0.01207362838960206
Similarity-grouped development OOF,1844,ECE_equal_frequency_10,0.006894229290011835
Similarity-grouped development OOF,1844,Calibration_intercept,0.0221688152062609
Similarity-grouped development OOF,1844,Calibration_slope,1.0118125863797844
Similarity-grouped development OOF,1845,Brier,0.04923813045916027
Similarity-grouped development OOF,1845,LogLoss,0.16299220766684067
Similarity-grouped development OOF,1845,ECE_equal_width_10,0.012867507240837874
Similarity-grouped development OOF,1845,ECE_equal_frequency_10,0.007013633606640538
Similarity-grouped development OOF,1845,Calibration_intercept,-0.006467800434665837
Similarity-grouped development OOF,1845,Calibration_slope,1.0320870952974401
Similarity-grouped development OOF,1846,Brier,0.05259126894037411
Similarity-grouped development OOF,1846,LogLoss,0.17301789944764046
Similarity-grouped development OOF,1846,ECE_equal_width_10,0.012124351694690607
Similarity-grouped development OOF,1846,ECE_equal_frequency_10,0.011220472017862863
Similarity-grouped development OOF,1846,Calibration_intercept,-0.03980284410849512
Similarity-grouped development OOF,1846,Calibration_slope,0.969910175048828
Similarity-grouped development OOF,1847,Brier,0.04705020870452006
Similarity-grouped development OOF,1847,LogLoss,0.15408066610829668
Similarity-grouped development OOF,1847,ECE_equal_width_10,0.014558029008718373
Similarity-grouped development OOF,1847,ECE_equal_frequency_10,0.007859756200312464
Similarity-grouped development OOF,1847,Calibration_intercept,-0.09320716208342518
Similarity-grouped development OOF,1847,Calibration_slope,1.0374943316185279
Similarity-grouped development OOF,1848,Brier,0.04873886409877945
Similarity-grouped development OOF,1848,LogLoss,0.1595090740757323
Similarity-grouped development OOF,1848,ECE_equal_width_10,0.011578892254585436
Similarity-grouped development OOF,1848,ECE_equal_frequency_10,0.007960455832513364
Similarity-grouped development OOF,1848,Calibration_intercept,0.04793551505245941
Similarity-grouped development OOF,1848,Calibration_slope,1.0385323746147912
Similarity-grouped development OOF,1849,Brier,0.05295319533294838
Similarity-grouped development OOF,1849,LogLoss,0.17302650516009185
Similarity-grouped development OOF,1849,ECE_equal_width_10,0.011713700323308516
Similarity-grouped development OOF,1849,ECE_equal_frequency_10,0.01316800201514674
Similarity-grouped development OOF,1849,Calibration_intercept,0.10194133431596569
Similarity-grouped development OOF,1849,Calibration_slope,0.9726560725886604
Similarity-grouped development OOF,1850,Brier,0.04589282017498377
Similarity-grouped development OOF,1850,LogLoss,0.15216928846396857
Similarity-grouped development OOF,1850,ECE_equal_width_10,0.01368440250432585
Similarity-grouped development OOF,1850,ECE_equal_frequency_10,0.006119013313328534
Similarity-grouped development OOF,1850,Calibration_intercept,0.0651774753081152
Similarity-grouped development OOF,1850,Calibration_slope,1.0750677922274336
Similarity-grouped development OOF,1851,Brier,0.05020153434630971
Similarity-grouped development OOF,1851,LogLoss,0.16505878644900726
Similarity-grouped development OOF,1851,ECE_equal_width_10,0.014171663637915303
Similarity-grouped development OOF,1851,ECE_equal_frequency_10,0.01072104615658585
Similarity-grouped development OOF,1851,Calibration_intercept,0.11157505879130086
Similarity-grouped development OOF,1851,Calibration_slope,1.0012902939465307
Similarity-grouped development OOF,1852,Brier,0.04662014882594923
Similarity-grouped development OOF,1852,LogLoss,0.15965843645947042
Similarity-grouped development OOF,1852,ECE_equal_width_10,0.014373747082290117
Similarity-grouped development OOF,1852,ECE_equal_frequency_10,0.009153547499090166
Similarity-grouped development OOF,1852,Calibration_intercept,0.1008136019640644
Similarity-grouped development OOF,1852,Calibration_slope,1.0200173797134822
Similarity-grouped development OOF,1853,Brier,0.049103871158736864
Similarity-grouped development OOF,1853,LogLoss,0.16447697467360212
Similarity-grouped development OOF,1853,ECE_equal_width_10,0.017208952049489627
Similarity-grouped development OOF,1853,ECE_equal_frequency_10,0.010586242764725095
Similarity-grouped development OOF,1853,Calibration_intercept,-0.03305132958755942
Similarity-grouped development OOF,1853,Calibration_slope,1.0086383181680736
Similarity-grouped development OOF,1854,Brier,0.04729456309194532
Similarity-grouped development OOF,1854,LogLoss,0.15740495928702494
Similarity-grouped development OOF,1854,ECE_equal_width_10,0.01022273088245612
Similarity-grouped development OOF,1854,ECE_equal_frequency_10,0.00831005941018495
Similarity-grouped development OOF,1854,Calibration_intercept,0.13793470389129314
Similarity-grouped development OOF,1854,Calibration_slope,1.0180489109822242
Similarity-grouped development OOF,1855,Brier,0.04484434582855198
Similarity-grouped development OOF,1855,LogLoss,0.14591546436562344
Similarity-grouped development OOF,1855,ECE_equal_width_10,0.01777968782754623
Similarity-grouped development OOF,1855,ECE_equal_frequency_10,0.01377793451181037
Similarity-grouped development OOF,1855,Calibration_intercept,-0.0012208073057981253
Similarity-grouped development OOF,1855,Calibration_slope,1.0542796382955408
Similarity-grouped development OOF,1856,Brier,0.046783370517389365
Similarity-grouped development OOF,1856,LogLoss,0.15567158287878768
Similarity-grouped development OOF,1856,ECE_equal_width_10,0.014855929404901623
Similarity-grouped development OOF,1856,ECE_equal_frequency_10,0.008748210475785197
Similarity-grouped development OOF,1856,Calibration_intercept,0.016792920036804944
Similarity-grouped development OOF,1856,Calibration_slope,1.0553494294791848
Similarity-grouped development OOF,1857,Brier,0.05212896264303627
Similarity-grouped development OOF,1857,LogLoss,0.1722184522872532
Similarity-grouped development OOF,1857,ECE_equal_width_10,0.01654318823191663
Similarity-grouped development OOF,1857,ECE_equal_frequency_10,0.012217379506009684
Similarity-grouped development OOF,1857,Calibration_intercept,0.06510690679403273
Similarity-grouped development OOF,1857,Calibration_slope,0.9771573274185404
Similarity-grouped development OOF,1858,Brier,0.04968990514727799
Similarity-grouped development OOF,1858,LogLoss,0.16448603712651996
Similarity-grouped development OOF,1858,ECE_equal_width_10,0.0207513057205318
Similarity-grouped development OOF,1858,ECE_equal_frequency_10,0.010953347535960709
Similarity-grouped development OOF,1858,Calibration_intercept,0.17954370917413762
Similarity-grouped development OOF,1858,Calibration_slope,1.0101062653398298
Similarity-grouped development OOF,1859,Brier,0.046022853909189046
Similarity-grouped development OOF,1859,LogLoss,0.15790699510419157
Similarity-grouped development OOF,1859,ECE_equal_width_10,0.017123701521650114
Similarity-grouped development OOF,1859,ECE_equal_frequency_10,0.011588791886390983
Similarity-grouped development OOF,1859,Calibration_intercept,0.09915166532355332
Similarity-grouped development OOF,1859,Calibration_slope,1.000216558360119
Similarity-grouped development OOF,1860,Brier,0.051929064161577554
Similarity-grouped development OOF,1860,LogLoss,0.170589367809259
Similarity-grouped development OOF,1860,ECE_equal_width_10,0.01691666717051417
Similarity-grouped development OOF,1860,ECE_equal_frequency_10,0.01320121067590057
Similarity-grouped development OOF,1860,Calibration_intercept,-0.04640855104187641
Similarity-grouped development OOF,1860,Calibration_slope,0.9634259850135318
Similarity-grouped development OOF,1861,Brier,0.04595729095078577
Similarity-grouped development OOF,1861,LogLoss,0.15275924675724883
Similarity-grouped development OOF,1861,ECE_equal_width_10,0.01253214905487272
Similarity-grouped development OOF,1861,ECE_equal_frequency_10,0.007547150126549288
Similarity-grouped development OOF,1861,Calibration_intercept,0.011380228553588358
Similarity-grouped development OOF,1861,Calibration_slope,1.035808523131623
Similarity-grouped development OOF,1862,Brier,0.05138830390308434
Similarity-grouped development OOF,1862,LogLoss,0.17134878462806655
Similarity-grouped development OOF,1862,ECE_equal_width_10,0.014487958641808164
Similarity-grouped development OOF,1862,ECE_equal_frequency_10,0.011147171599204758
Similarity-grouped development OOF,1862,Calibration_intercept,0.011448804661328383
Similarity-grouped development OOF,1862,Calibration_slope,0.9801134938141782
Similarity-grouped development OOF,1863,Brier,0.04505982114556794
Similarity-grouped development OOF,1863,LogLoss,0.15474383514676482
Similarity-grouped development OOF,1863,ECE_equal_width_10,0.013182523883262205
Similarity-grouped development OOF,1863,ECE_equal_frequency_10,0.012024763400032987
Similarity-grouped development OOF,1863,Calibration_intercept,0.07469473518695514
Similarity-grouped development OOF,1863,Calibration_slope,1.0152534310721777
Similarity-grouped development OOF,1864,Brier,0.05197027364071609
Similarity-grouped development OOF,1864,LogLoss,0.17200219935509362
Similarity-grouped development OOF,1864,ECE_equal_width_10,0.017098410328145523
Similarity-grouped development OOF,1864,ECE_equal_frequency_10,0.007221616841839357
Similarity-grouped development OOF,1864,Calibration_intercept,-0.06879968504629817
Similarity-grouped development OOF,1864,Calibration_slope,0.9786374068332111
Similarity-grouped development OOF,1865,Brier,0.04633290515270128
Similarity-grouped development OOF,1865,LogLoss,0.15412156369500968
Similarity-grouped development OOF,1865,ECE_equal_width_10,0.01603039342721399
Similarity-grouped development OOF,1865,ECE_equal_frequency_10,0.010630604434089226
Similarity-grouped development OOF,1865,Calibration_intercept,0.025143622497976133
Similarity-grouped development OOF,1865,Calibration_slope,1.0053293149174747
Similarity-grouped development OOF,1866,Brier,0.05217254548058761
Similarity-grouped development OOF,1866,LogLoss,0.17011759653779474
Similarity-grouped development OOF,1866,ECE_equal_width_10,0.009488707474606594
Similarity-grouped development OOF,1866,ECE_equal_frequency_10,0.010949761061077251
Similarity-grouped development OOF,1866,Calibration_intercept,0.08573267371121494
Similarity-grouped development OOF,1866,Calibration_slope,1.0111644096899872
Similarity-grouped development OOF,1867,Brier,0.051179736136171966
Similarity-grouped development OOF,1867,LogLoss,0.16740015926857302
Similarity-grouped development OOF,1867,ECE_equal_width_10,0.01386570612200372
Similarity-grouped development OOF,1867,ECE_equal_frequency_10,0.011086401107701524
Similarity-grouped development OOF,1867,Calibration_intercept,0.14814442693381902
Similarity-grouped development OOF,1867,Calibration_slope,1.0016166840929692
Similarity-grouped development OOF,1868,Brier,0.05661448201902525
Similarity-grouped development OOF,1868,LogLoss,0.1859024444272217
Similarity-grouped development OOF,1868,ECE_equal_width_10,0.02341479378556195
Similarity-grouped development OOF,1868,ECE_equal_frequency_10,0.01583319470255444
Similarity-grouped development OOF,1868,Calibration_intercept,0.0843692238732803
Similarity-grouped development OOF,1868,Calibration_slope,0.9239064541657482
Similarity-grouped development OOF,1869,Brier,0.04396775562600338
Similarity-grouped development OOF,1869,LogLoss,0.14858348135189386
Similarity-grouped development OOF,1869,ECE_equal_width_10,0.01404199273019794
Similarity-grouped development OOF,1869,ECE_equal_frequency_10,0.013132924900445982
Similarity-grouped development OOF,1869,Calibration_intercept,0.25105839394469026
Similarity-grouped development OOF,1869,Calibration_slope,1.0660256385713838
Similarity-grouped development OOF,1870,Brier,0.05004337806891833
Similarity-grouped development OOF,1870,LogLoss,0.1673174345277188
Similarity-grouped development OOF,1870,ECE_equal_width_10,0.019752214422106475
Similarity-grouped development OOF,1870,ECE_equal_frequency_10,0.01525530417676243
Similarity-grouped development OOF,1870,Calibration_intercept,0.248811105112964
Similarity-grouped development OOF,1870,Calibration_slope,0.9850236894918039
Similarity-grouped development OOF,1871,Brier,0.048890713492498884
Similarity-grouped development OOF,1871,LogLoss,0.16003141877737762
Similarity-grouped development OOF,1871,ECE_equal_width_10,0.0157095776342139
Similarity-grouped development OOF,1871,ECE_equal_frequency_10,0.015571858300023075
Similarity-grouped development OOF,1871,Calibration_intercept,0.11478634798858878
Similarity-grouped development OOF,1871,Calibration_slope,1.0085351148125943
Similarity-grouped development OOF,1872,Brier,0.04788023650049635
Similarity-grouped development OOF,1872,LogLoss,0.1604490182715975
Similarity-grouped development OOF,1872,ECE_equal_width_10,0.01192010393637145
Similarity-grouped development OOF,1872,ECE_equal_frequency_10,0.00837386335539415
Similarity-grouped development OOF,1872,Calibration_intercept,0.08220926782342029
Similarity-grouped development OOF,1872,Calibration_slope,1.0189526564724851
Similarity-grouped development OOF,1873,Brier,0.05185895070472302
Similarity-grouped development OOF,1873,LogLoss,0.17314119940359476
Similarity-grouped development OOF,1873,ECE_equal_width_10,0.008168895945736247
Similarity-grouped development OOF,1873,ECE_equal_frequency_10,0.009339955113751798
Similarity-grouped development OOF,1873,Calibration_intercept,0.09585009539937683
Similarity-grouped development OOF,1873,Calibration_slope,0.9857803919902205
Similarity-grouped development OOF,1874,Brier,0.04288725855763762
Similarity-grouped development OOF,1874,LogLoss,0.14537933343256867
Similarity-grouped development OOF,1874,ECE_equal_width_10,0.012197113238114224
Similarity-grouped development OOF,1874,ECE_equal_frequency_10,0.015317955578662
Similarity-grouped development OOF,1874,Calibration_intercept,0.05179173716306755
Similarity-grouped development OOF,1874,Calibration_slope,1.095828729189494
Similarity-grouped development OOF,1875,Brier,0.05222694141986979
Similarity-grouped development OOF,1875,LogLoss,0.1713501098007
Similarity-grouped development OOF,1875,ECE_equal_width_10,0.015700872932318834
Similarity-grouped development OOF,1875,ECE_equal_frequency_10,0.011987990120371328
Similarity-grouped development OOF,1875,Calibration_intercept,0.1347888600026416
Similarity-grouped development OOF,1875,Calibration_slope,0.9687468931603709
Similarity-grouped development OOF,1876,Brier,0.05124023357687948
Similarity-grouped development OOF,1876,LogLoss,0.17381157432521976
Similarity-grouped development OOF,1876,ECE_equal_width_10,0.015961612617617832
Similarity-grouped development OOF,1876,ECE_equal_frequency_10,0.011269765181018113
Similarity-grouped development OOF,1876,Calibration_intercept,-0.0007218153293010087
Similarity-grouped development OOF,1876,Calibration_slope,0.9562040640574038
Similarity-grouped development OOF,1877,Brier,0.050052740063199146
