evaluation,replicate,metric,value
Similarity-grouped development OOF,309,Calibration_intercept,0.06393331092449178
Similarity-grouped development OOF,309,Calibration_slope,1.04573550734632
Similarity-grouped development OOF,310,Brier,0.05348592997754475
Similarity-grouped development OOF,310,LogLoss,0.17621018201077698
Similarity-grouped development OOF,310,ECE_equal_width_10,0.012026052043439392
Similarity-grouped development OOF,310,ECE_equal_frequency_10,0.015156600486629783
Similarity-grouped development OOF,310,Calibration_intercept,-0.1088072698176683
Similarity-grouped development OOF,310,Calibration_slope,0.9520745168396104
Similarity-grouped development OOF,311,Brier,0.04405774148696368
Similarity-grouped development OOF,311,LogLoss,0.14777351753410203
Similarity-grouped development OOF,311,ECE_equal_width_10,0.015010128153790495
Similarity-grouped development OOF,311,ECE_equal_frequency_10,0.007389587872823631
Similarity-grouped development OOF,311,Calibration_intercept,-0.072958132853066
Similarity-grouped development OOF,311,Calibration_slope,1.0714775013323634
Similarity-grouped development OOF,312,Brier,0.04715820265445653
Similarity-grouped development OOF,312,LogLoss,0.15515022847863102
Similarity-grouped development OOF,312,ECE_equal_width_10,0.014537571949077184
Similarity-grouped development OOF,312,ECE_equal_frequency_10,0.008372145233812555
Similarity-grouped development OOF,312,Calibration_intercept,0.12298057445788581
Similarity-grouped development OOF,312,Calibration_slope,1.0587051460287618
Similarity-grouped development OOF,313,Brier,0.04876722440770723
Similarity-grouped development OOF,313,LogLoss,0.16209091203734982
Similarity-grouped development OOF,313,ECE_equal_width_10,0.017409922815769946
Similarity-grouped development OOF,313,ECE_equal_frequency_10,0.01172081942923201
Similarity-grouped development OOF,313,Calibration_intercept,0.03834476389085272
Similarity-grouped development OOF,313,Calibration_slope,1.004051983177676
Similarity-grouped development OOF,314,Brier,0.04793484720073021
Similarity-grouped development OOF,314,LogLoss,0.1605734534026913
Similarity-grouped development OOF,314,ECE_equal_width_10,0.010986863008553139
Similarity-grouped development OOF,314,ECE_equal_frequency_10,0.011928416240076869
Similarity-grouped development OOF,314,Calibration_intercept,0.09074276362714574
Similarity-grouped development OOF,314,Calibration_slope,1.0141142165385746
Similarity-grouped development OOF,315,Brier,0.04329140122051349
Similarity-grouped development OOF,315,LogLoss,0.14564262759023586
Similarity-grouped development OOF,315,ECE_equal_width_10,0.010825467282118879
Similarity-grouped development OOF,315,ECE_equal_frequency_10,0.009749686211752465
Similarity-grouped development OOF,315,Calibration_intercept,-0.00897725251468215
Similarity-grouped development OOF,315,Calibration_slope,1.1099943671305041
Similarity-grouped development OOF,316,Brier,0.046141723089513725
Similarity-grouped development OOF,316,LogLoss,0.1522847816384915
Similarity-grouped development OOF,316,ECE_equal_width_10,0.011944230910865081
Similarity-grouped development OOF,316,ECE_equal_frequency_10,0.00906682275746722
Similarity-grouped development OOF,316,Calibration_intercept,0.10756950395402332
Similarity-grouped development OOF,316,Calibration_slope,1.0467968800524274
Similarity-grouped development OOF,317,Brier,0.04921018927686967
Similarity-grouped development OOF,317,LogLoss,0.16217538086290267
Similarity-grouped development OOF,317,ECE_equal_width_10,0.011269286647681726
Similarity-grouped development OOF,317,ECE_equal_frequency_10,0.007650383863564897
Similarity-grouped development OOF,317,Calibration_intercept,0.05875914762515934
Similarity-grouped development OOF,317,Calibration_slope,1.0310383014372115
Similarity-grouped development OOF,318,Brier,0.044821038087412425
Similarity-grouped development OOF,318,LogLoss,0.1492650146702442
Similarity-grouped development OOF,318,ECE_equal_width_10,0.016204480738880776
Similarity-grouped development OOF,318,ECE_equal_frequency_10,0.00779020229305179
Similarity-grouped development OOF,318,Calibration_intercept,0.11423010737196283
Similarity-grouped development OOF,318,Calibration_slope,1.0935082460026497
Similarity-grouped development OOF,319,Brier,0.047602186466369927
Similarity-grouped development OOF,319,LogLoss,0.1562572640384773
Similarity-grouped development OOF,319,ECE_equal_width_10,0.017641109529801878
Similarity-grouped development OOF,319,ECE_equal_frequency_10,0.014417371757604028
Similarity-grouped development OOF,319,Calibration_intercept,-0.14328401029520932
Similarity-grouped development OOF,319,Calibration_slope,1.0297094105633047
Similarity-grouped development OOF,320,Brier,0.04941011212026582
Similarity-grouped development OOF,320,LogLoss,0.1625019922028216
Similarity-grouped development OOF,320,ECE_equal_width_10,0.01766116072892113
Similarity-grouped development OOF,320,ECE_equal_frequency_10,0.010426529608290562
Similarity-grouped development OOF,320,Calibration_intercept,0.015595042692962722
Similarity-grouped development OOF,320,Calibration_slope,1.0073380114509995
Similarity-grouped development OOF,321,Brier,0.047883392156767214
Similarity-grouped development OOF,321,LogLoss,0.15951000448539462
Similarity-grouped development OOF,321,ECE_equal_width_10,0.015753795179044437
Similarity-grouped development OOF,321,ECE_equal_frequency_10,0.009529012727220478
Similarity-grouped development OOF,321,Calibration_intercept,0.154401470333014
Similarity-grouped development OOF,321,Calibration_slope,1.0205272352714072
Similarity-grouped development OOF,322,Brier,0.04707374929359639
Similarity-grouped development OOF,322,LogLoss,0.15868325032274727
Similarity-grouped development OOF,322,ECE_equal_width_10,0.012662120844413687
Similarity-grouped development OOF,322,ECE_equal_frequency_10,0.01048277162391717
Similarity-grouped development OOF,322,Calibration_intercept,0.16686980754572792
Similarity-grouped development OOF,322,Calibration_slope,1.0061896125395664
Similarity-grouped development OOF,323,Brier,0.04782544899702404
Similarity-grouped development OOF,323,LogLoss,0.15948268045366004
Similarity-grouped development OOF,323,ECE_equal_width_10,0.01111530050423805
Similarity-grouped development OOF,323,ECE_equal_frequency_10,0.007607373608888204
Similarity-grouped development OOF,323,Calibration_intercept,-0.02569179382079669
Similarity-grouped development OOF,323,Calibration_slope,0.9970752774630939
Similarity-grouped development OOF,324,Brier,0.052366610183645454
Similarity-grouped development OOF,324,LogLoss,0.17511753987830328
Similarity-grouped development OOF,324,ECE_equal_width_10,0.01739872088812824
Similarity-grouped development OOF,324,ECE_equal_frequency_10,0.01050805623691351
Similarity-grouped development OOF,324,Calibration_intercept,0.0722198138543689
Similarity-grouped development OOF,324,Calibration_slope,0.9615128139830232
Similarity-grouped development OOF,325,Brier,0.05023805182353758
Similarity-grouped development OOF,325,LogLoss,0.16767022348129218
Similarity-grouped development OOF,325,ECE_equal_width_10,0.01575244378877428
Similarity-grouped development OOF,325,ECE_equal_frequency_10,0.0099316310142221
Similarity-grouped development OOF,325,Calibration_intercept,-0.038082508614204987
Similarity-grouped development OOF,325,Calibration_slope,0.9824765006831327
Similarity-grouped development OOF,326,Brier,0.04719302434813002
Similarity-grouped development OOF,326,LogLoss,0.15775379353842456
Similarity-grouped development OOF,326,ECE_equal_width_10,0.009952431858129116
Similarity-grouped development OOF,326,ECE_equal_frequency_10,0.009485319356741212
Similarity-grouped development OOF,326,Calibration_intercept,-0.06911569410382025
Similarity-grouped development OOF,326,Calibration_slope,1.0205610191134988
Similarity-grouped development OOF,327,Brier,0.04665628510792967
Similarity-grouped development OOF,327,LogLoss,0.15483185511234746
Similarity-grouped development OOF,327,ECE_equal_width_10,0.018252636478067377
Similarity-grouped development OOF,327,ECE_equal_frequency_10,0.014839594943906327
Similarity-grouped development OOF,327,Calibration_intercept,0.26319389117027964
Similarity-grouped development OOF,327,Calibration_slope,1.0444856809990088
Similarity-grouped development OOF,328,Brier,0.041352755545872893
Similarity-grouped development OOF,328,LogLoss,0.13979051577805918
Similarity-grouped development OOF,328,ECE_equal_width_10,0.01568135760844006
Similarity-grouped development OOF,328,ECE_equal_frequency_10,0.01393681810745254
Similarity-grouped development OOF,328,Calibration_intercept,0.2505253050655223
Similarity-grouped development OOF,328,Calibration_slope,1.1262835673138287
Similarity-grouped development OOF,329,Brier,0.04240363538898292
Similarity-grouped development OOF,329,LogLoss,0.14279187755944361
Similarity-grouped development OOF,329,ECE_equal_width_10,0.013995243714387179
Similarity-grouped development OOF,329,ECE_equal_frequency_10,0.010694944891097475
Similarity-grouped development OOF,329,Calibration_intercept,0.20881826721805652
Similarity-grouped development OOF,329,Calibration_slope,1.0785689705278518
Similarity-grouped development OOF,330,Brier,0.051508485729389444
Similarity-grouped development OOF,330,LogLoss,0.17051702131602228
Similarity-grouped development OOF,330,ECE_equal_width_10,0.012401097961812612
Similarity-grouped development OOF,330,ECE_equal_frequency_10,0.011118798852747474
Similarity-grouped development OOF,330,Calibration_intercept,0.12960470980947347
Similarity-grouped development OOF,330,Calibration_slope,0.9859824047624373
Similarity-grouped development OOF,331,Brier,0.05270429052303276
Similarity-grouped development OOF,331,LogLoss,0.17118639206738126
Similarity-grouped development OOF,331,ECE_equal_width_10,0.010948813669127979
Similarity-grouped development OOF,331,ECE_equal_frequency_10,0.009590043129902526
Similarity-grouped development OOF,331,Calibration_intercept,-0.04630702703272834
Similarity-grouped development OOF,331,Calibration_slope,0.9987038811505403
Similarity-grouped development OOF,332,Brier,0.04925766235094764
Similarity-grouped development OOF,332,LogLoss,0.16261106433017952
Similarity-grouped development OOF,332,ECE_equal_width_10,0.012040638203517811
Similarity-grouped development OOF,332,ECE_equal_frequency_10,0.010453008201742955
Similarity-grouped development OOF,332,Calibration_intercept,0.08547937685673458
Similarity-grouped development OOF,332,Calibration_slope,1.006642017942539
Similarity-grouped development OOF,333,Brier,0.05053996226144971
Similarity-grouped development OOF,333,LogLoss,0.16990468300697692
Similarity-grouped development OOF,333,ECE_equal_width_10,0.012129079914303346
Similarity-grouped development OOF,333,ECE_equal_frequency_10,0.012972012919607583
Similarity-grouped development OOF,333,Calibration_intercept,0.22006141638255122
Similarity-grouped development OOF,333,Calibration_slope,1.0116406970743879
Similarity-grouped development OOF,334,Brier,0.05290707100538584
Similarity-grouped development OOF,334,LogLoss,0.17305170434211298
Similarity-grouped development OOF,334,ECE_equal_width_10,0.009186556186407693
Similarity-grouped development OOF,334,ECE_equal_frequency_10,0.01408366210150984
Similarity-grouped development OOF,334,Calibration_intercept,-0.01205847528234908
Similarity-grouped development OOF,334,Calibration_slope,0.9821023928304942
Similarity-grouped development OOF,335,Brier,0.0463078545199922
Similarity-grouped development OOF,335,LogLoss,0.15239863930435021
Similarity-grouped development OOF,335,ECE_equal_width_10,0.016209696900695108
Similarity-grouped development OOF,335,ECE_equal_frequency_10,0.012300077466109869
Similarity-grouped development OOF,335,Calibration_intercept,0.14570220260516362
Similarity-grouped development OOF,335,Calibration_slope,1.006825058691104
Similarity-grouped development OOF,336,Brier,0.046447606606621505
Similarity-grouped development OOF,336,LogLoss,0.1537813408951257
Similarity-grouped development OOF,336,ECE_equal_width_10,0.017226174389623726
Similarity-grouped development OOF,336,ECE_equal_frequency_10,0.009004822582464133
Similarity-grouped development OOF,336,Calibration_intercept,-0.046360794900260016
Similarity-grouped development OOF,336,Calibration_slope,1.0444827581166651
Similarity-grouped development OOF,337,Brier,0.0452152310687044
Similarity-grouped development OOF,337,LogLoss,0.15300465785497502
Similarity-grouped development OOF,337,ECE_equal_width_10,0.012413138176663603
Similarity-grouped development OOF,337,ECE_equal_frequency_10,0.011022053563033736
Similarity-grouped development OOF,337,Calibration_intercept,-0.07905607187473816
Similarity-grouped development OOF,337,Calibration_slope,1.0090287936456432
Similarity-grouped development OOF,338,Brier,0.04691280209174224
Similarity-grouped development OOF,338,LogLoss,0.1555542301278769
Similarity-grouped development OOF,338,ECE_equal_width_10,0.015671966114803863
Similarity-grouped development OOF,338,ECE_equal_frequency_10,0.00809368334441606
Similarity-grouped development OOF,338,Calibration_intercept,-0.01246517547315651
Similarity-grouped development OOF,338,Calibration_slope,1.0236432619078497
Similarity-grouped development OOF,339,Brier,0.05181397647388623
Similarity-grouped development OOF,339,LogLoss,0.17181545635659537
Similarity-grouped development OOF,339,ECE_equal_width_10,0.008678245582066221
Similarity-grouped development OOF,339,ECE_equal_frequency_10,0.010795017999916853
Similarity-grouped development OOF,339,Calibration_intercept,0.0394601119369087
Similarity-grouped development OOF,339,Calibration_slope,0.9988717658094142
Similarity-grouped development OOF,340,Brier,0.049337595662696465
Similarity-grouped development OOF,340,LogLoss,0.16574082486425157
Similarity-grouped development OOF,340,ECE_equal_width_10,0.023909324544632248
Similarity-grouped development OOF,340,ECE_equal_frequency_10,0.009079025811116609
Similarity-grouped development OOF,340,Calibration_intercept,0.14237048844071737
Similarity-grouped development OOF,340,Calibration_slope,0.999908452778785
Similarity-grouped development OOF,341,Brier,0.049727822571366924
Similarity-grouped development OOF,341,LogLoss,0.16686026921475647
Similarity-grouped development OOF,341,ECE_equal_width_10,0.010335012700873308
Similarity-grouped development OOF,341,ECE_equal_frequency_10,0.009548258639397888
Similarity-grouped development OOF,341,Calibration_intercept,-0.12695847797549925
Similarity-grouped development OOF,341,Calibration_slope,0.9903768537176441
Similarity-grouped development OOF,342,Brier,0.0501392354374698
Similarity-grouped development OOF,342,LogLoss,0.16482022687029843
Similarity-grouped development OOF,342,ECE_equal_width_10,0.016141846025935106
Similarity-grouped development OOF,342,ECE_equal_frequency_10,0.016302057803882337
Similarity-grouped development OOF,342,Calibration_intercept,0.003315279378548598
Similarity-grouped development OOF,342,Calibration_slope,1.0040062065636366
Similarity-grouped development OOF,343,Brier,0.04636518838767341
Similarity-grouped development OOF,343,LogLoss,0.15435390295395912
Similarity-grouped development OOF,343,ECE_equal_width_10,0.016420099369948656
Similarity-grouped development OOF,343,ECE_equal_frequency_10,0.009058079742097849
Similarity-grouped development OOF,343,Calibration_intercept,0.07887249340548871
Similarity-grouped development OOF,343,Calibration_slope,1.0624785695829537
Similarity-grouped development OOF,344,Brier,0.051662514673921495
Similarity-grouped development OOF,344,LogLoss,0.16993234668517368
Similarity-grouped development OOF,344,ECE_equal_width_10,0.01799780246075007
Similarity-grouped development OOF,344,ECE_equal_frequency_10,0.01611969205737686
Similarity-grouped development OOF,344,Calibration_intercept,-0.13187912480572875
Similarity-grouped development OOF,344,Calibration_slope,0.9969531227142401
Similarity-grouped development OOF,345,Brier,0.046120453465369304
Similarity-grouped development OOF,345,LogLoss,0.15067571771637564
Similarity-grouped development OOF,345,ECE_equal_width_10,0.013502822102981425
Similarity-grouped development OOF,345,ECE_equal_frequency_10,0.010159606118368114
Similarity-grouped development OOF,345,Calibration_intercept,-0.062162019735946594
Similarity-grouped development OOF,345,Calibration_slope,1.0687566646854694
Similarity-grouped development OOF,346,Brier,0.04730298298998404
Similarity-grouped development OOF,346,LogLoss,0.15721568001524447
Similarity-grouped development OOF,346,ECE_equal_width_10,0.01552289385218506
Similarity-grouped development OOF,346,ECE_equal_frequency_10,0.011733221349365271
Similarity-grouped development OOF,346,Calibration_intercept,-0.15025616868493047
Similarity-grouped development OOF,346,Calibration_slope,1.0282641550116964
Similarity-grouped development OOF,347,Brier,0.04709572986398123
Similarity-grouped development OOF,347,LogLoss,0.15720132063286693
Similarity-grouped development OOF,347,ECE_equal_width_10,0.010374051176064904
Similarity-grouped development OOF,347,ECE_equal_frequency_10,0.006378994596692924
Similarity-grouped development OOF,347,Calibration_intercept,0.06789228431862493
Similarity-grouped development OOF,347,Calibration_slope,1.0463390597207796
Similarity-grouped development OOF,348,Brier,0.047545534579111356
Similarity-grouped development OOF,348,LogLoss,0.1594601916769053
Similarity-grouped development OOF,348,ECE_equal_width_10,0.012996907348128594
Similarity-grouped development OOF,348,ECE_equal_frequency_10,0.007625166581060751
Similarity-grouped development OOF,348,Calibration_intercept,0.10963684372185
Similarity-grouped development OOF,348,Calibration_slope,1.0287481460917607
Similarity-grouped development OOF,349,Brier,0.05165371275281043
Similarity-grouped development OOF,349,LogLoss,0.17139389552236395
Similarity-grouped development OOF,349,ECE_equal_width_10,0.010811367771537071
Similarity-grouped development OOF,349,ECE_equal_frequency_10,0.01389135944534589
Similarity-grouped development OOF,349,Calibration_intercept,0.11574653610052794
Similarity-grouped development OOF,349,Calibration_slope,0.9861303890815126
Similarity-grouped development OOF,350,Brier,0.04699044910678949
Similarity-grouped development OOF,350,LogLoss,0.15335494093057025
Similarity-grouped development OOF,350,ECE_equal_width_10,0.01374271048103224
Similarity-grouped development OOF,350,ECE_equal_frequency_10,0.010839005075889488
Similarity-grouped development OOF,350,Calibration_intercept,-0.015029671743420025
Similarity-grouped development OOF,350,Calibration_slope,1.0800436434685698
Similarity-grouped development OOF,351,Brier,0.046253666785763516
Similarity-grouped development OOF,351,LogLoss,0.15071442665683843
Similarity-grouped development OOF,351,ECE_equal_width_10,0.014802166692192817
Similarity-grouped development OOF,351,ECE_equal_frequency_10,0.006361093443317149
Similarity-grouped development OOF,351,Calibration_intercept,0.05308804108075565
Similarity-grouped development OOF,351,Calibration_slope,1.105002203259866
Similarity-grouped development OOF,352,Brier,0.045371826281510784
Similarity-grouped development OOF,352,LogLoss,0.15304610631827098
Similarity-grouped development OOF,352,ECE_equal_width_10,0.013396631061797457
Similarity-grouped development OOF,352,ECE_equal_frequency_10,0.009380814685273565
Similarity-grouped development OOF,352,Calibration_intercept,0.1642593347912894
Similarity-grouped development OOF,352,Calibration_slope,1.0505134164316807
Similarity-grouped development OOF,353,Brier,0.050993394279647775
Similarity-grouped development OOF,353,LogLoss,0.16725623817953172
Similarity-grouped development OOF,353,ECE_equal_width_10,0.011628846916293555
Similarity-grouped development OOF,353,ECE_equal_frequency_10,0.013413475845997311
Similarity-grouped development OOF,353,Calibration_intercept,0.06896157721735208
Similarity-grouped development OOF,353,Calibration_slope,0.9795737158989167
Similarity-grouped development OOF,354,Brier,0.0455407253883739
Similarity-grouped development OOF,354,LogLoss,0.1491663261876139
Similarity-grouped development OOF,354,ECE_equal_width_10,0.017566701299156634
Similarity-grouped development OOF,354,ECE_equal_frequency_10,0.01404803105368877
Similarity-grouped development OOF,354,Calibration_intercept,0.22623066033264083
Similarity-grouped development OOF,354,Calibration_slope,1.0703669846235666
Similarity-grouped development OOF,355,Brier,0.04602097800796249
Similarity-grouped development OOF,355,LogLoss,0.15640824375939572
Similarity-grouped development OOF,355,ECE_equal_width_10,0.008021562786709463
Similarity-grouped development OOF,355,ECE_equal_frequency_10,0.013822724540593358
Similarity-grouped development OOF,355,Calibration_intercept,0.09542647583491369
Similarity-grouped development OOF,355,Calibration_slope,1.0342088150919848
Similarity-grouped development OOF,356,Brier,0.046382223938098384
Similarity-grouped development OOF,356,LogLoss,0.1528301621038106
Similarity-grouped development OOF,356,ECE_equal_width_10,0.015255449246571929
Similarity-grouped development OOF,356,ECE_equal_frequency_10,0.011441219145006261
Similarity-grouped development OOF,356,Calibration_intercept,0.005961001056866624
Similarity-grouped development OOF,356,Calibration_slope,1.0449745489630178
Similarity-grouped development OOF,357,Brier,0.04575832337722623
Similarity-grouped development OOF,357,LogLoss,0.1529118758300509
Similarity-grouped development OOF,357,ECE_equal_width_10,0.007870081203035294
Similarity-grouped development OOF,357,ECE_equal_frequency_10,0.007905789270402221
Similarity-grouped development OOF,357,Calibration_intercept,0.0140370410976597
Similarity-grouped development OOF,357,Calibration_slope,1.023094086860287
Similarity-grouped development OOF,358,Brier,0.04925129997493204
Similarity-grouped development OOF,358,LogLoss,0.16463903414534717
Similarity-grouped development OOF,358,ECE_equal_width_10,0.011297088854440602
Similarity-grouped development OOF,358,ECE_equal_frequency_10,0.013592223127554499
Similarity-grouped development OOF,358,Calibration_intercept,0.15865229673967035
Similarity-grouped development OOF,358,Calibration_slope,1.0044869017332883
Similarity-grouped development OOF,359,Brier,0.05080152805266056
Similarity-grouped development OOF,359,LogLoss,0.16808204865081072
Similarity-grouped development OOF,359,ECE_equal_width_10,0.01491715614404796
Similarity-grouped development OOF,359,ECE_equal_frequency_10,0.012438594968282491
Similarity-grouped development OOF,359,Calibration_intercept,-0.020564767345540403
Similarity-grouped development OOF,359,Calibration_slope,0.9841565822312048
Similarity-grouped development OOF,360,Brier,0.0474932383286001
Similarity-grouped development OOF,360,LogLoss,0.157303284921165
Similarity-grouped development OOF,360,ECE_equal_width_10,0.017495953682909602
Similarity-grouped development OOF,360,ECE_equal_frequency_10,0.011918918276879764
Similarity-grouped development OOF,360,Calibration_intercept,0.06789986762656795
Similarity-grouped development OOF,360,Calibration_slope,1.0378069490862778
Similarity-grouped development OOF,361,Brier,0.05009557683093825
Similarity-grouped development OOF,361,LogLoss,0.1619933726197076
Similarity-grouped development OOF,361,ECE_equal_width_10,0.01832047767365987
Similarity-grouped development OOF,361,ECE_equal_frequency_10,0.015711835265938428
Similarity-grouped development OOF,361,Calibration_intercept,0.031804108053925334
Similarity-grouped development OOF,361,Calibration_slope,1.0148631492951128
Similarity-grouped development OOF,362,Brier,0.04462451780818111
Similarity-grouped development OOF,362,LogLoss,0.1489540731822182
Similarity-grouped development OOF,362,ECE_equal_width_10,0.011643021525616018
Similarity-grouped development OOF,362,ECE_equal_frequency_10,0.007117870277435465
Similarity-grouped development OOF,362,Calibration_intercept,-0.05242089918890596
Similarity-grouped development OOF,362,Calibration_slope,1.0588189667391197
Similarity-grouped development OOF,363,Brier,0.05046121312851932
Similarity-grouped development OOF,363,LogLoss,0.16534529263704129
Similarity-grouped development OOF,363,ECE_equal_width_10,0.01039660820426779
Similarity-grouped development OOF,363,ECE_equal_frequency_10,0.01144378833137522
Similarity-grouped development OOF,363,Calibration_intercept,0.05493573747963156
Similarity-grouped development OOF,363,Calibration_slope,0.9945339391267909
Similarity-grouped development OOF,364,Brier,0.04743737901818257
Similarity-grouped development OOF,364,LogLoss,0.1563044048086257
Similarity-grouped development OOF,364,ECE_equal_width_10,0.012674248479925942
Similarity-grouped development OOF,364,ECE_equal_frequency_10,0.00959712932778137
Similarity-grouped development OOF,364,Calibration_intercept,-0.05493054405264939
Similarity-grouped development OOF,364,Calibration_slope,1.018606899984479
Similarity-grouped development OOF,365,Brier,0.04968109068028905
Similarity-grouped development OOF,365,LogLoss,0.1640714363257718
Similarity-grouped development OOF,365,ECE_equal_width_10,0.017251766184637442
Similarity-grouped development OOF,365,ECE_equal_frequency_10,0.007186558928649093
Similarity-grouped development OOF,365,Calibration_intercept,-0.021440757215356723
Similarity-grouped development OOF,365,Calibration_slope,1.01426281229206
Similarity-grouped development OOF,366,Brier,0.047965708591642175
Similarity-grouped development OOF,366,LogLoss,0.15831168668255977
Similarity-grouped development OOF,366,ECE_equal_width_10,0.011943002656460474
Similarity-grouped development OOF,366,ECE_equal_frequency_10,0.009820832213705505
Similarity-grouped development OOF,366,Calibration_intercept,0.10970257080779122
Similarity-grouped development OOF,366,Calibration_slope,1.0646799141678904
Similarity-grouped development OOF,367,Brier,0.04912270404378973
Similarity-grouped development OOF,367,LogLoss,0.16224308602697443
Similarity-grouped development OOF,367,ECE_equal_width_10,0.014885067440820446
Similarity-grouped development OOF,367,ECE_equal_frequency_10,0.012224217544931575
Similarity-grouped development OOF,367,Calibration_intercept,-0.07813231029286555
Similarity-grouped development OOF,367,Calibration_slope,1.0284162087778028
Similarity-grouped development OOF,368,Brier,0.04782708359491616
Similarity-grouped development OOF,368,LogLoss,0.15936005120650779
Similarity-grouped development OOF,368,ECE_equal_width_10,0.01314619955334051
Similarity-grouped development OOF,368,ECE_equal_frequency_10,0.010165126513168168
Similarity-grouped development OOF,368,Calibration_intercept,0.16139941137137923
Similarity-grouped development OOF,368,Calibration_slope,1.0083108238119733
Similarity-grouped development OOF,369,Brier,0.046907846797058665
Similarity-grouped development OOF,369,LogLoss,0.15738196329108778
Similarity-grouped development OOF,369,ECE_equal_width_10,0.008967828333408845
Similarity-grouped development OOF,369,ECE_equal_frequency_10,0.007555117508187134
Similarity-grouped development OOF,369,Calibration_intercept,0.03382217548526906
Similarity-grouped development OOF,369,Calibration_slope,1.0362549092032038
Similarity-grouped development OOF,370,Brier,0.04770942607900147
Similarity-grouped development OOF,370,LogLoss,0.15702559079493958
Similarity-grouped development OOF,370,ECE_equal_width_10,0.015339843199653024
Similarity-grouped development OOF,370,ECE_equal_frequency_10,0.00796461007908827
Similarity-grouped development OOF,370,Calibration_intercept,0.07767742581105656
Similarity-grouped development OOF,370,Calibration_slope,1.0528558331935685
Similarity-grouped development OOF,371,Brier,0.04949815760581831
Similarity-grouped development OOF,371,LogLoss,0.163184007344838
Similarity-grouped development OOF,371,ECE_equal_width_10,0.015212329376062659
Similarity-grouped development OOF,371,ECE_equal_frequency_10,0.014605407829866373
Similarity-grouped development OOF,371,Calibration_intercept,0.08785829579868934
Similarity-grouped development OOF,371,Calibration_slope,0.9787579820426122
Similarity-grouped development OOF,372,Brier,0.04818213447707522
Similarity-grouped development OOF,372,LogLoss,0.15864568263340917
Similarity-grouped development OOF,372,ECE_equal_width_10,0.02262847834736999
Similarity-grouped development OOF,372,ECE_equal_frequency_10,0.012258953620825703
Similarity-grouped development OOF,372,Calibration_intercept,-0.01245006472406998
Similarity-grouped development OOF,372,Calibration_slope,1.0304424728766632
Similarity-grouped development OOF,373,Brier,0.047866000391664686
Similarity-grouped development OOF,373,LogLoss,0.1592038152049721
Similarity-grouped development OOF,373,ECE_equal_width_10,0.012225662908435844
Similarity-grouped development OOF,373,ECE_equal_frequency_10,0.009355399831554664
Similarity-grouped development OOF,373,Calibration_intercept,-0.06081131479803421
Similarity-grouped development OOF,373,Calibration_slope,1.0384886761375218
Similarity-grouped development OOF,374,Brier,0.049797854626940134
Similarity-grouped development OOF,374,LogLoss,0.16263074964185703
Similarity-grouped development OOF,374,ECE_equal_width_10,0.0172183970115471
Similarity-grouped development OOF,374,ECE_equal_frequency_10,0.013484951991801043
Similarity-grouped development OOF,374,Calibration_intercept,0.17214831967261165
Similarity-grouped development OOF,374,Calibration_slope,1.0144362244533502
Similarity-grouped development OOF,375,Brier,0.04780521599058629
Similarity-grouped development OOF,375,LogLoss,0.15591940200396878
Similarity-grouped development OOF,375,ECE_equal_width_10,0.019137803296056178
Similarity-grouped development OOF,375,ECE_equal_frequency_10,0.011826590145163384
Similarity-grouped development OOF,375,Calibration_intercept,0.1067875025315767
Similarity-grouped development OOF,375,Calibration_slope,1.0482401591725472
Similarity-grouped development OOF,376,Brier,0.04750613648568424
Similarity-grouped development OOF,376,LogLoss,0.159663534736079
Similarity-grouped development OOF,376,ECE_equal_width_10,0.012833659238872122
Similarity-grouped development OOF,376,ECE_equal_frequency_10,0.005859954904022517
Similarity-grouped development OOF,376,Calibration_intercept,-0.019465577862749002
Similarity-grouped development OOF,376,Calibration_slope,1.0366314313532248
Similarity-grouped development OOF,377,Brier,0.049564069799486014
Similarity-grouped development OOF,377,LogLoss,0.1620173171275457
Similarity-grouped development OOF,377,ECE_equal_width_10,0.008802798257325075
Similarity-grouped development OOF,377,ECE_equal_frequency_10,0.010206561490709443
Similarity-grouped development OOF,377,Calibration_intercept,0.142300151214726
Similarity-grouped development OOF,377,Calibration_slope,1.0172393779341653
Similarity-grouped development OOF,378,Brier,0.049484412070015325
Similarity-grouped development OOF,378,LogLoss,0.16312312291992717
Similarity-grouped development OOF,378,ECE_equal_width_10,0.011869790126581419
Similarity-grouped development OOF,378,ECE_equal_frequency_10,0.013279960672190748
Similarity-grouped development OOF,378,Calibration_intercept,0.1770377524907966
Similarity-grouped development OOF,378,Calibration_slope,0.9959426002238762
Similarity-grouped development OOF,379,Brier,0.052097618407054305
Similarity-grouped development OOF,379,LogLoss,0.17362542369592324
Similarity-grouped development OOF,379,ECE_equal_width_10,0.01572530138454386
Similarity-grouped development OOF,379,ECE_equal_frequency_10,0.00997703672268434
Similarity-grouped development OOF,379,Calibration_intercept,0.010528170429948969
Similarity-grouped development OOF,379,Calibration_slope,0.9365643745468079
Similarity-grouped development OOF,380,Brier,0.047434671238162814
Similarity-grouped development OOF,380,LogLoss,0.15696396320715417
Similarity-grouped development OOF,380,ECE_equal_width_10,0.011477485893467008
Similarity-grouped development OOF,380,ECE_equal_frequency_10,0.010592646579834206
Similarity-grouped development OOF,380,Calibration_intercept,0.06428942152877376
Similarity-grouped development OOF,380,Calibration_slope,1.0654670984970633
Similarity-grouped development OOF,381,Brier,0.050039325050288505
Similarity-grouped development OOF,381,LogLoss,0.1657977792450865
