model,replicate,metric,value
AnOxFuse,1682,Recall,0.9019084045938064
AnOxFuse,1682,MCC,0.7432107674596659
AnOxFuse,1682,Brier,0.09652014666464327
AnOxFuse,1682,LogLoss,0.31899982041582636
AnOxFuse,1683,AUC,0.8503172056266696
AnOxFuse,1683,AUPRC,0.8493699454288254
AnOxFuse,1683,ACC,0.7632844218284388
AnOxFuse,1683,F1,0.7565125579289369
AnOxFuse,1683,Precision,0.7403374658379198
AnOxFuse,1683,Recall,0.7734102327269209
AnOxFuse,1683,MCC,0.5268921394474817
AnOxFuse,1683,Brier,0.17805573789019866
AnOxFuse,1683,LogLoss,0.5886377171300491
AnOxFuse,1684,AUC,0.9595675287153961
AnOxFuse,1684,AUPRC,0.9727039679788441
AnOxFuse,1684,ACC,0.9139001575222939
AnOxFuse,1684,F1,0.9189249480512215
AnOxFuse,1684,Precision,0.9713331650946833
AnOxFuse,1684,Recall,0.8718825807459781
AnOxFuse,1684,MCC,0.8331994696639293
AnOxFuse,1684,Brier,0.07421422536991
AnOxFuse,1684,LogLoss,0.27195883505378227
AnOxFuse,1685,AUC,0.9393803499032707
AnOxFuse,1685,AUPRC,0.931864131157209
AnOxFuse,1685,ACC,0.8971386326367685
AnOxFuse,1685,F1,0.8950948705841736
AnOxFuse,1685,Precision,0.8729266472377188
AnOxFuse,1685,Recall,0.9184183693003171
AnOxFuse,1685,MCC,0.7953131114472837
AnOxFuse,1685,Brier,0.09153583050064973
AnOxFuse,1685,LogLoss,0.33639737161065725
AnOxFuse,1686,AUC,0.8928740088992341
AnOxFuse,1686,AUPRC,0.8905561206631027
AnOxFuse,1686,ACC,0.8387604447454018
AnOxFuse,1686,F1,0.8426043507864706
AnOxFuse,1686,Precision,0.8474268858927695
AnOxFuse,1686,Recall,0.8378363932352357
AnOxFuse,1686,MCC,0.6773855078917382
AnOxFuse,1686,Brier,0.12898581166514977
AnOxFuse,1686,LogLoss,0.43403781160899946
AnOxFuse,1687,AUC,0.8777063413946816
AnOxFuse,1687,AUPRC,0.883674504673957
AnOxFuse,1687,ACC,0.8413079140365284
AnOxFuse,1687,F1,0.8574602858193461
AnOxFuse,1687,Precision,0.8748300795908902
AnOxFuse,1687,Recall,0.8407668197287933
AnOxFuse,1687,MCC,0.6793272614307151
AnOxFuse,1687,Brier,0.12790388977482303
AnOxFuse,1687,LogLoss,0.4879319135768503
AnOxFuse,1688,AUC,0.9282066212828725
AnOxFuse,1688,AUPRC,0.9322703543082855
AnOxFuse,1688,ACC,0.8506852032808254
AnOxFuse,1688,F1,0.8506335465735743
AnOxFuse,1688,Precision,0.8705760522214202
AnOxFuse,1688,Recall,0.8315842363072283
AnOxFuse,1688,MCC,0.7022630025854338
AnOxFuse,1688,Brier,0.1154646926864834
AnOxFuse,1688,LogLoss,0.3470929958938076
AnOxFuse,1689,AUC,0.9291168268094169
AnOxFuse,1689,AUPRC,0.9013764562868911
AnOxFuse,1689,ACC,0.8758945442016186
AnOxFuse,1689,F1,0.8750588730110462
AnOxFuse,1689,Precision,0.831607018394928
AnOxFuse,1689,Recall,0.9233018239907991
AnOxFuse,1689,MCC,0.7565099112221888
AnOxFuse,1689,Brier,0.10105067024618637
AnOxFuse,1689,LogLoss,0.36343241561275064
AnOxFuse,1690,AUC,0.9016646611255605
AnOxFuse,1690,AUPRC,0.8808447369657315
AnOxFuse,1690,ACC,0.8545406608558556
AnOxFuse,1690,F1,0.8498902917099574
AnOxFuse,1690,Precision,0.8104522039046068
AnOxFuse,1690,Recall,0.8933629691220756
AnOxFuse,1690,MCC,0.7126166076808397
AnOxFuse,1690,Brier,0.12499384978273732
AnOxFuse,1690,LogLoss,0.421903450166254
AnOxFuse,1691,AUC,0.9125436122483823
AnOxFuse,1691,AUPRC,0.937553067671318
AnOxFuse,1691,ACC,0.8477934955653806
AnOxFuse,1691,F1,0.8341131542716362
AnOxFuse,1691,Precision,0.9365021939905658
AnOxFuse,1691,Recall,0.7519062377902506
AnOxFuse,1691,MCC,0.7109374141139905
AnOxFuse,1691,Brier,0.1206937408894378
AnOxFuse,1691,LogLoss,0.456053390065307
AnOxFuse,1692,AUC,0.9512944947121772
AnOxFuse,1692,AUPRC,0.9500579409995925
AnOxFuse,1692,ACC,0.8511740388441813
AnOxFuse,1692,F1,0.8485538158870972
AnOxFuse,1692,Precision,0.8259639336025011
AnOxFuse,1692,Recall,0.8724140971366457
AnOxFuse,1692,MCC,0.7034901387065581
AnOxFuse,1692,Brier,0.09459491389435865
AnOxFuse,1692,LogLoss,0.2846496724335213
AnOxFuse,1693,AUC,0.9193373469640841
AnOxFuse,1693,AUPRC,0.8879719436889765
AnOxFuse,1693,ACC,0.8499609208867275
AnOxFuse,1693,F1,0.8462194732605393
AnOxFuse,1693,Precision,0.8183703869525252
AnOxFuse,1693,Recall,0.8760307372038906
AnOxFuse,1693,MCC,0.7016219579562241
AnOxFuse,1693,Brier,0.11006890105195749
AnOxFuse,1693,LogLoss,0.37702149979534777
AnOxFuse,1694,AUC,0.8497702619395086
AnOxFuse,1694,AUPRC,0.8252766656833093
AnOxFuse,1694,ACC,0.8349629465173108
AnOxFuse,1694,F1,0.8286495653708547
AnOxFuse,1694,Precision,0.811259732956537
AnOxFuse,1694,Recall,0.8468012512606384
AnOxFuse,1694,MCC,0.6701908572559089
AnOxFuse,1694,Brier,0.15521156739320707
AnOxFuse,1694,LogLoss,0.5989414724760267
AnOxFuse,1695,AUC,0.9283681345900676
AnOxFuse,1695,AUPRC,0.9000279963380474
AnOxFuse,1695,ACC,0.8971437033554781
AnOxFuse,1695,F1,0.8982653855723584
AnOxFuse,1695,Precision,0.8691268785692817
AnOxFuse,1695,Recall,0.929425474347538
AnOxFuse,1695,MCC,0.7963267188738166
AnOxFuse,1695,Brier,0.09199956152785209
AnOxFuse,1695,LogLoss,0.33310661635355954
AnOxFuse,1696,AUC,0.9470969286058407
AnOxFuse,1696,AUPRC,0.9553296310244476
AnOxFuse,1696,ACC,0.8982795872806464
AnOxFuse,1696,F1,0.9012782735598621
AnOxFuse,1696,Precision,0.9055252391268398
AnOxFuse,1696,Recall,0.8970709590537412
AnOxFuse,1696,MCC,0.7964133219083127
AnOxFuse,1696,Brier,0.08540127468616619
AnOxFuse,1696,LogLoss,0.2941061859334468
AnOxFuse,1697,AUC,0.8887574089737769
AnOxFuse,1697,AUPRC,0.8742657387149998
AnOxFuse,1697,ACC,0.8236126025839855
AnOxFuse,1697,F1,0.82658856788622
AnOxFuse,1697,Precision,0.820915349665682
AnOxFuse,1697,Recall,0.8323407452373927
AnOxFuse,1697,MCC,0.64720271497892
AnOxFuse,1697,Brier,0.12889011588592583
AnOxFuse,1697,LogLoss,0.4587454383411834
AnOxFuse,1698,AUC,0.8443362829260649
AnOxFuse,1698,AUPRC,0.8377780746581595
AnOxFuse,1698,ACC,0.7848716877227764
AnOxFuse,1698,F1,0.7916114253893606
AnOxFuse,1698,Precision,0.8123926374077813
AnOxFuse,1698,Recall,0.7718668728226304
AnOxFuse,1698,MCC,0.5703899575810321
AnOxFuse,1698,Brier,0.17481978287205482
AnOxFuse,1698,LogLoss,0.6108673772590859
AnOxFuse,1699,AUC,0.8092560108606872
AnOxFuse,1699,AUPRC,0.8094293110765435
AnOxFuse,1699,ACC,0.7534666354049092
AnOxFuse,1699,F1,0.7545379285492477
AnOxFuse,1699,Precision,0.7380381923774066
AnOxFuse,1699,Recall,0.7717922781208292
AnOxFuse,1699,MCC,0.5076840354249444
AnOxFuse,1699,Brier,0.20565357207612633
AnOxFuse,1699,LogLoss,0.6732491469857702
AnOxFuse,1700,AUC,0.9059053169006133
AnOxFuse,1700,AUPRC,0.9106940630730492
AnOxFuse,1700,ACC,0.838490866839559
AnOxFuse,1700,F1,0.8441193014030265
AnOxFuse,1700,Precision,0.8922454880670023
AnOxFuse,1700,Recall,0.8009191028457819
AnOxFuse,1700,MCC,0.6818252175662893
AnOxFuse,1700,Brier,0.12611578119704595
AnOxFuse,1700,LogLoss,0.4436844328925554
AnOxFuse,1701,AUC,0.8998108905691292
AnOxFuse,1701,AUPRC,0.9066786331838506
AnOxFuse,1701,ACC,0.8261277092731624
AnOxFuse,1701,F1,0.8204486975612553
AnOxFuse,1701,Precision,0.8512506014410355
AnOxFuse,1701,Recall,0.7917980426760555
AnOxFuse,1701,MCC,0.6539415278023207
AnOxFuse,1701,Brier,0.13753315921329684
AnOxFuse,1701,LogLoss,0.4376234150983667
AnOxFuse,1702,AUC,0.9050254185014172
AnOxFuse,1702,AUPRC,0.898646183107237
AnOxFuse,1702,ACC,0.8712763307628281
AnOxFuse,1702,F1,0.8702315618114025
AnOxFuse,1702,Precision,0.8782201566481521
AnOxFuse,1702,Recall,0.8623869909359573
AnOxFuse,1702,MCC,0.742677872808321
AnOxFuse,1702,Brier,0.11539870567343295
AnOxFuse,1702,LogLoss,0.4024320337184013
AnOxFuse,1703,AUC,0.9237919214635072
AnOxFuse,1703,AUPRC,0.9208390804213651
AnOxFuse,1703,ACC,0.8559395515581301
AnOxFuse,1703,F1,0.8601308437550061
AnOxFuse,1703,Precision,0.8541245017766689
AnOxFuse,1703,Recall,0.8662222591244598
AnOxFuse,1703,MCC,0.7117100957176873
AnOxFuse,1703,Brier,0.10649336116740232
AnOxFuse,1703,LogLoss,0.3682715443075564
AnOxFuse,1704,AUC,0.8558086921920611
AnOxFuse,1704,AUPRC,0.8431961709647184
AnOxFuse,1704,ACC,0.7739549851289668
AnOxFuse,1704,F1,0.7727946557761737
AnOxFuse,1704,Precision,0.7702819170958476
AnOxFuse,1704,Recall,0.7753238417321994
AnOxFuse,1704,MCC,0.5479144837141108
AnOxFuse,1704,Brier,0.16738645996980667
AnOxFuse,1704,LogLoss,0.5951728520413846
AnOxFuse,1705,AUC,0.9344096820752406
AnOxFuse,1705,AUPRC,0.9247050890645243
AnOxFuse,1705,ACC,0.8994160940557027
AnOxFuse,1705,F1,0.8868800648387488
AnOxFuse,1705,Precision,0.8943034682990767
AnOxFuse,1705,Recall,0.8795788866789209
AnOxFuse,1705,MCC,0.796431055649663
AnOxFuse,1705,Brier,0.09812115898027726
AnOxFuse,1705,LogLoss,0.3110341984778046
AnOxFuse,1706,AUC,0.8101531858008736
AnOxFuse,1706,AUPRC,0.7981083952046668
AnOxFuse,1706,ACC,0.7918474012489525
AnOxFuse,1706,F1,0.8040187703351626
AnOxFuse,1706,Precision,0.7766435661809774
AnOxFuse,1706,Recall,0.8333943306780334
AnOxFuse,1706,MCC,0.58431835607507
AnOxFuse,1706,Brier,0.17862816168411494
AnOxFuse,1706,LogLoss,0.6922770877148832
AnOxFuse,1707,AUC,0.935797426492468
AnOxFuse,1707,AUPRC,0.9136408890620349
AnOxFuse,1707,ACC,0.8821630769317392
AnOxFuse,1707,F1,0.8762143706002632
AnOxFuse,1707,Precision,0.8726065576347214
AnOxFuse,1707,Recall,0.8798521406042337
AnOxFuse,1707,MCC,0.763808062920373
AnOxFuse,1707,Brier,0.08919171365536199
AnOxFuse,1707,LogLoss,0.32887754679197584
AnOxFuse,1708,AUC,0.9444133806331256
AnOxFuse,1708,AUPRC,0.9300797054548305
AnOxFuse,1708,ACC,0.8669988969357859
AnOxFuse,1708,F1,0.8650075371627475
AnOxFuse,1708,Precision,0.8362830355067794
AnOxFuse,1708,Recall,0.8957754745841685
AnOxFuse,1708,MCC,0.7359287210669491
AnOxFuse,1708,Brier,0.08649145913483905
AnOxFuse,1708,LogLoss,0.28828125855510783
AnOxFuse,1709,AUC,0.9254249656382046
AnOxFuse,1709,AUPRC,0.917400791722665
AnOxFuse,1709,ACC,0.8950724499364534
AnOxFuse,1709,F1,0.8974942039088494
AnOxFuse,1709,Precision,0.8595363450477682
AnOxFuse,1709,Recall,0.938959455121464
AnOxFuse,1709,MCC,0.7936968355504858
AnOxFuse,1709,Brier,0.09575210412494706
AnOxFuse,1709,LogLoss,0.35145110870609625
AnOxFuse,1710,AUC,0.9322753504498666
AnOxFuse,1710,AUPRC,0.9524004129045807
AnOxFuse,1710,ACC,0.8850212957851454
AnOxFuse,1710,F1,0.8835395117446597
AnOxFuse,1710,Precision,0.9524691247700853
AnOxFuse,1710,Recall,0.8239133986669425
AnOxFuse,1710,MCC,0.7790902061385798
AnOxFuse,1710,Brier,0.09948748356364395
AnOxFuse,1710,LogLoss,0.36151009701220643
AnOxFuse,1711,AUC,0.914096668790548
AnOxFuse,1711,AUPRC,0.887024430375531
AnOxFuse,1711,ACC,0.8684371878444122
AnOxFuse,1711,F1,0.8645697416954607
AnOxFuse,1711,Precision,0.8713177919772147
AnOxFuse,1711,Recall,0.857925410703112
AnOxFuse,1711,MCC,0.7367580788185513
AnOxFuse,1711,Brier,0.10550968674806746
AnOxFuse,1711,LogLoss,0.3900969573467992
AnOxFuse,1712,AUC,0.8637803227130364
AnOxFuse,1712,AUPRC,0.8585909906522347
AnOxFuse,1712,ACC,0.7949333811103775
AnOxFuse,1712,F1,0.8067799608032934
AnOxFuse,1712,Precision,0.8321387234488158
AnOxFuse,1712,Recall,0.782921066911535
AnOxFuse,1712,MCC,0.5899933808742327
AnOxFuse,1712,Brier,0.15640258263686446
AnOxFuse,1712,LogLoss,0.5251660343928244
AnOxFuse,1713,AUC,0.9012687669362404
AnOxFuse,1713,AUPRC,0.9069392973325633
AnOxFuse,1713,ACC,0.8542025499142786
AnOxFuse,1713,F1,0.8521436828655694
AnOxFuse,1713,Precision,0.8828308419984982
AnOxFuse,1713,Recall,0.8235182274636746
AnOxFuse,1713,MCC,0.7103586591487
AnOxFuse,1713,Brier,0.12788095132508484
AnOxFuse,1713,LogLoss,0.4819979978051634
AnOxFuse,1714,AUC,0.9147033634954894
AnOxFuse,1714,AUPRC,0.9174864831320056
AnOxFuse,1714,ACC,0.811829208626753
AnOxFuse,1714,F1,0.8006458850906881
AnOxFuse,1714,Precision,0.7977746227846082
AnOxFuse,1714,Recall,0.8035378899112428
AnOxFuse,1714,MCC,0.6224891757170478
AnOxFuse,1714,Brier,0.1384588483092222
AnOxFuse,1714,LogLoss,0.4052214729855906
AnOxFuse,1715,AUC,0.8844676731265664
AnOxFuse,1715,AUPRC,0.8691405080545979
AnOxFuse,1715,ACC,0.859727772440621
AnOxFuse,1715,F1,0.8629362517320266
AnOxFuse,1715,Precision,0.8275875784629603
AnOxFuse,1715,Recall,0.9014393489853012
AnOxFuse,1715,MCC,0.7225966014010826
AnOxFuse,1715,Brier,0.13387777943699095
AnOxFuse,1715,LogLoss,0.48950780967999985
AnOxFuse,1716,AUC,0.9246649546183138
AnOxFuse,1716,AUPRC,0.9210177642732924
AnOxFuse,1716,ACC,0.852000693446664
AnOxFuse,1716,F1,0.8254154455174677
AnOxFuse,1716,Precision,0.8632368847287366
AnOxFuse,1716,Recall,0.7907690755020678
AnOxFuse,1716,MCC,0.6994217125093253
AnOxFuse,1716,Brier,0.10950214085581908
AnOxFuse,1716,LogLoss,0.36207447591346753
AnOxFuse,1717,AUC,0.936403238348448
AnOxFuse,1717,AUPRC,0.9260214372613058
AnOxFuse,1717,ACC,0.8796507080212533
AnOxFuse,1717,F1,0.8684342337305632
AnOxFuse,1717,Precision,0.8759355942793468
AnOxFuse,1717,Recall,0.8610602629400984
AnOxFuse,1717,MCC,0.7576484996155068
AnOxFuse,1717,Brier,0.1002980118150731
AnOxFuse,1717,LogLoss,0.3121483318483046
AnOxFuse,1718,AUC,0.8623270941980438
AnOxFuse,1718,AUPRC,0.8669672834092114
AnOxFuse,1718,ACC,0.7887601824342443
AnOxFuse,1718,F1,0.7956574672179151
AnOxFuse,1718,Precision,0.7755818172694526
AnOxFuse,1718,Recall,0.8168000355802466
AnOxFuse,1718,MCC,0.5781707022535812
AnOxFuse,1718,Brier,0.16341302000701646
AnOxFuse,1718,LogLoss,0.5306587608096296
AnOxFuse,1719,AUC,0.8784609022311988
AnOxFuse,1719,AUPRC,0.8678769894461938
AnOxFuse,1719,ACC,0.845014208126718
AnOxFuse,1719,F1,0.8452188758759804
AnOxFuse,1719,Precision,0.8126931984323725
AnOxFuse,1719,Recall,0.8804565854529559
AnOxFuse,1719,MCC,0.6927464442939436
AnOxFuse,1719,Brier,0.1426099104598389
AnOxFuse,1719,LogLoss,0.5264103732734151
AnOxFuse,1720,AUC,0.941798469256605
AnOxFuse,1720,AUPRC,0.9457713556648603
AnOxFuse,1720,ACC,0.8805799111107478
AnOxFuse,1720,F1,0.8843377450323843
AnOxFuse,1720,Precision,0.8563380351583534
AnOxFuse,1720,Recall,0.914230362017192
AnOxFuse,1720,MCC,0.7629205943365899
AnOxFuse,1720,Brier,0.09936962288813989
AnOxFuse,1720,LogLoss,0.30668923797013764
AnOxFuse,1721,AUC,0.9143548664133069
AnOxFuse,1721,AUPRC,0.8977441688671682
AnOxFuse,1721,ACC,0.852409979106466
AnOxFuse,1721,F1,0.8344975132887765
AnOxFuse,1721,Precision,0.8502539579870806
AnOxFuse,1721,Recall,0.8193144232494024
AnOxFuse,1721,MCC,0.7017961341904629
AnOxFuse,1721,Brier,0.11827018623551273
AnOxFuse,1721,LogLoss,0.4080675010033986
AnOxFuse,1722,AUC,0.8989292480390105
AnOxFuse,1722,AUPRC,0.9265470843103745
AnOxFuse,1722,ACC,0.8330844350618042
AnOxFuse,1722,F1,0.8397634510900435
AnOxFuse,1722,Precision,0.8610421602315417
AnOxFuse,1722,Recall,0.8195110884364171
AnOxFuse,1722,MCC,0.6666958310004591
AnOxFuse,1722,Brier,0.1299312150877329
AnOxFuse,1722,LogLoss,0.47089925200674076
AnOxFuse,1723,AUC,0.9534709055416716
AnOxFuse,1723,AUPRC,0.9479693064211477
AnOxFuse,1723,ACC,0.8958057173215571
AnOxFuse,1723,F1,0.89124565290744
AnOxFuse,1723,Precision,0.9037440577430289
AnOxFuse,1723,Recall,0.8790882279539549
AnOxFuse,1723,MCC,0.7915599784992597
AnOxFuse,1723,Brier,0.08361298486983286
AnOxFuse,1723,LogLoss,0.2680860468525865
AnOxFuse,1724,AUC,0.896336126212562
AnOxFuse,1724,AUPRC,0.8567657239979449
AnOxFuse,1724,ACC,0.880641304454099
AnOxFuse,1724,F1,0.8624319755157995
AnOxFuse,1724,Precision,0.8671856749408945
AnOxFuse,1724,Recall,0.8577301091857304
AnOxFuse,1724,MCC,0.7570665889831472
AnOxFuse,1724,Brier,0.11613524940882283
AnOxFuse,1724,LogLoss,0.4498519360529158
AnOxFuse,1725,AUC,0.8593390207496157
AnOxFuse,1725,AUPRC,0.856058054027848
AnOxFuse,1725,ACC,0.7855566741542889
AnOxFuse,1725,F1,0.7839687893603442
AnOxFuse,1725,Precision,0.7552546885297614
AnOxFuse,1725,Recall,0.8149525489008964
AnOxFuse,1725,MCC,0.5733312510094644
AnOxFuse,1725,Brier,0.165968919618483
AnOxFuse,1725,LogLoss,0.5533414119131902
AnOxFuse,1726,AUC,0.897639563409508
AnOxFuse,1726,AUPRC,0.912278057223561
AnOxFuse,1726,ACC,0.8468621446411424
AnOxFuse,1726,F1,0.8494142671552949
AnOxFuse,1726,Precision,0.901370214399544
AnOxFuse,1726,Recall,0.8031214823472735
AnOxFuse,1726,MCC,0.6994788782836503
AnOxFuse,1726,Brier,0.12268925113839432
AnOxFuse,1726,LogLoss,0.4769867924995493
AnOxFuse,1727,AUC,0.8771404149766693
AnOxFuse,1727,AUPRC,0.8656167138008916
AnOxFuse,1727,ACC,0.7964189730194402
AnOxFuse,1727,F1,0.7937341011071112
AnOxFuse,1727,Precision,0.8255391433739232
AnOxFuse,1727,Recall,0.7642888129053195
AnOxFuse,1727,MCC,0.5950759416393051
AnOxFuse,1727,Brier,0.14724655392502367
AnOxFuse,1727,LogLoss,0.501869135062593
AnOxFuse,1728,AUC,0.8648956238768026
AnOxFuse,1728,AUPRC,0.8244299229122878
AnOxFuse,1728,ACC,0.7841501771088775
AnOxFuse,1728,F1,0.7812384277598085
AnOxFuse,1728,Precision,0.7721040757799538
AnOxFuse,1728,Recall,0.7905914945418085
AnOxFuse,1728,MCC,0.5684376397463177
AnOxFuse,1728,Brier,0.15656819008250272
AnOxFuse,1728,LogLoss,0.5374410704238977
AnOxFuse,1729,AUC,0.9094520197246063
AnOxFuse,1729,AUPRC,0.9239056227245789
AnOxFuse,1729,ACC,0.8534916237876237
AnOxFuse,1729,F1,0.8484957220311204
AnOxFuse,1729,Precision,0.8613373804299238
AnOxFuse,1729,Recall,0.836031350625271
AnOxFuse,1729,MCC,0.7070198102534647
AnOxFuse,1729,Brier,0.11536895179445028
AnOxFuse,1729,LogLoss,0.40471339537617124
AnOxFuse,1730,AUC,0.9408545530425163
AnOxFuse,1730,AUPRC,0.9448085425835966
AnOxFuse,1730,ACC,0.9024988754469849
AnOxFuse,1730,F1,0.9154059611885436
AnOxFuse,1730,Precision,0.8594373511262747
AnOxFuse,1730,Recall,0.9791719755609143
AnOxFuse,1730,MCC,0.8110203670880013
AnOxFuse,1730,Brier,0.08306450321558548
AnOxFuse,1730,LogLoss,0.2702986216502679
AnOxFuse,1731,AUC,0.9086094081078478
AnOxFuse,1731,AUPRC,0.9171528234052239
AnOxFuse,1731,ACC,0.8394309015051186
AnOxFuse,1731,F1,0.826742095642752
AnOxFuse,1731,Precision,0.8326376418764395
AnOxFuse,1731,Recall,0.8209294500405158
AnOxFuse,1731,MCC,0.6772029877437514
AnOxFuse,1731,Brier,0.1342339261729212
AnOxFuse,1731,LogLoss,0.45245370642429833
AnOxFuse,1732,AUC,0.9076396196362891
AnOxFuse,1732,AUPRC,0.8981855351887947
AnOxFuse,1732,ACC,0.8197147044064742
AnOxFuse,1732,F1,0.8227742133987874
AnOxFuse,1732,Precision,0.8317902177638532
AnOxFuse,1732,Recall,0.8139515671049906
AnOxFuse,1732,MCC,0.6395213597061536
AnOxFuse,1732,Brier,0.12726275498510015
AnOxFuse,1732,LogLoss,0.3959454775385051
AnOxFuse,1733,AUC,0.9300601171674059
AnOxFuse,1733,AUPRC,0.9141319226781192
AnOxFuse,1733,ACC,0.8706641512357918
AnOxFuse,1733,F1,0.8562621128031003
AnOxFuse,1733,Precision,0.8235546293982439
AnOxFuse,1733,Recall,0.8916749975642078
AnOxFuse,1733,MCC,0.7409703211375757
AnOxFuse,1733,Brier,0.11433664552136555
AnOxFuse,1733,LogLoss,0.3929290352404345
AnOxFuse,1734,AUC,0.9259463337815633
AnOxFuse,1734,AUPRC,0.9515230702930763
AnOxFuse,1734,ACC,0.8742683784690601
AnOxFuse,1734,F1,0.8748868455290253
AnOxFuse,1734,Precision,0.9414902134540035
AnOxFuse,1734,Recall,0.8170842649533366
AnOxFuse,1734,MCC,0.7574131593340403
AnOxFuse,1734,Brier,0.10642691485255906
AnOxFuse,1734,LogLoss,0.41183745018012125
AnOxFuse,1735,AUC,0.8948759116985844
AnOxFuse,1735,AUPRC,0.8943757588092146
AnOxFuse,1735,ACC,0.8045131764253094
AnOxFuse,1735,F1,0.7926407133604623
AnOxFuse,1735,Precision,0.8666313851788653
AnOxFuse,1735,Recall,0.7302904649733682
AnOxFuse,1735,MCC,0.6182855706264682
AnOxFuse,1735,Brier,0.1469554091493069
AnOxFuse,1735,LogLoss,0.5080384549669017
AnOxFuse,1736,AUC,0.8341006905121566
AnOxFuse,1736,AUPRC,0.8302103838999076
AnOxFuse,1736,ACC,0.8012433505865466
AnOxFuse,1736,F1,0.7719853169381373
AnOxFuse,1736,Precision,0.7847601758571613
AnOxFuse,1736,Recall,0.7596197115648132
AnOxFuse,1736,MCC,0.5961628892000583
AnOxFuse,1736,Brier,0.16931283926196145
AnOxFuse,1736,LogLoss,0.6239882533574024
AnOxFuse,1737,AUC,0.8897731836916979
AnOxFuse,1737,AUPRC,0.9174725729127123
AnOxFuse,1737,ACC,0.8061534852053863
AnOxFuse,1737,F1,0.8146166598648248
AnOxFuse,1737,Precision,0.8603186456144882
AnOxFuse,1737,Recall,0.7735253229881736
AnOxFuse,1737,MCC,0.616503410266355
AnOxFuse,1737,Brier,0.14042649296097845
AnOxFuse,1737,LogLoss,0.4736174021012068
AnOxFuse,1738,AUC,0.9276013056563733
AnOxFuse,1738,AUPRC,0.9031378553072064
AnOxFuse,1738,ACC,0.8672024162763348
AnOxFuse,1738,F1,0.8637826246281661
AnOxFuse,1738,Precision,0.8419254856993842
AnOxFuse,1738,Recall,0.8868048725970261
AnOxFuse,1738,MCC,0.7353502059996231
AnOxFuse,1738,Brier,0.10045803843718586
AnOxFuse,1738,LogLoss,0.33683501232587393
AnOxFuse,1739,AUC,0.9007706344744664
AnOxFuse,1739,AUPRC,0.8851709196872016
AnOxFuse,1739,ACC,0.8563953562447778
AnOxFuse,1739,F1,0.8463314721279719
AnOxFuse,1739,Precision,0.8326143598464144
AnOxFuse,1739,Recall,0.8605081272151851
AnOxFuse,1739,MCC,0.7119625466161962
AnOxFuse,1739,Brier,0.12326204614398238
AnOxFuse,1739,LogLoss,0.4215824606939369
AnOxFuse,1740,AUC,0.873104904624713
AnOxFuse,1740,AUPRC,0.8556632803482781
AnOxFuse,1740,ACC,0.820304238771863
AnOxFuse,1740,F1,0.8306712370675247
AnOxFuse,1740,Precision,0.8122489389828951
AnOxFuse,1740,Recall,0.8499485859887825
AnOxFuse,1740,MCC,0.6402128672328209
AnOxFuse,1740,Brier,0.1374876819151057
AnOxFuse,1740,LogLoss,0.47660033962062254
AnOxFuse,1741,AUC,0.9369414719450088
AnOxFuse,1741,AUPRC,0.9332336266294079
AnOxFuse,1741,ACC,0.8522647655186721
AnOxFuse,1741,F1,0.8512899572206216
AnOxFuse,1741,Precision,0.9381161254851351
AnOxFuse,1741,Recall,0.7791744386023781
AnOxFuse,1741,MCC,0.719051293822165
AnOxFuse,1741,Brier,0.10349947596570426
AnOxFuse,1741,LogLoss,0.33414758156906915
AnOxFuse,1742,AUC,0.9215876278824799
AnOxFuse,1742,AUPRC,0.9249160143707763
AnOxFuse,1742,ACC,0.8761978415054873
AnOxFuse,1742,F1,0.8797588056086958
AnOxFuse,1742,Precision,0.8509328692952018
AnOxFuse,1742,Recall,0.9106062176475821
AnOxFuse,1742,MCC,0.7543160110411977
AnOxFuse,1742,Brier,0.1092801665866423
AnOxFuse,1742,LogLoss,0.36749685959146666
AnOxFuse,1743,AUC,0.9247880672528476
AnOxFuse,1743,AUPRC,0.9145412578636305
AnOxFuse,1743,ACC,0.8704732464910574
AnOxFuse,1743,F1,0.8634895017920926
AnOxFuse,1743,Precision,0.8936741676236494
AnOxFuse,1743,Recall,0.8352772456369257
AnOxFuse,1743,MCC,0.7420646437691493
AnOxFuse,1743,Brier,0.09889135715505912
AnOxFuse,1743,LogLoss,0.3607052434815562
AnOxFuse,1744,AUC,0.9171065056582378
AnOxFuse,1744,AUPRC,0.928985091070631
AnOxFuse,1744,ACC,0.8438458989036898
AnOxFuse,1744,F1,0.8346501092429969
AnOxFuse,1744,Precision,0.8758428405008025
AnOxFuse,1744,Recall,0.797158087446709
AnOxFuse,1744,MCC,0.6900759062463875
AnOxFuse,1744,Brier,0.11987707224952493
AnOxFuse,1744,LogLoss,0.39046509798243034
AnOxFuse,1745,AUC,0.8683695615736188
AnOxFuse,1745,AUPRC,0.8621342114836563
AnOxFuse,1745,ACC,0.7850293875827039
AnOxFuse,1745,F1,0.765284096585672
AnOxFuse,1745,Precision,0.8272391113404017
AnOxFuse,1745,Recall,0.7119625708309542
AnOxFuse,1745,MCC,0.5744943060467063
AnOxFuse,1745,Brier,0.16866256371639868
AnOxFuse,1745,LogLoss,0.5878905803552197
AnOxFuse,1746,AUC,0.892216311105186
AnOxFuse,1746,AUPRC,0.8882134069477102
AnOxFuse,1746,ACC,0.8052748831933854
AnOxFuse,1746,F1,0.8101864593443601
AnOxFuse,1746,Precision,0.8023375514850222
AnOxFuse,1746,Recall,0.8181904489788212
